Total,Orthogroup,Cnat_Orthofinder_input,Mcav_coral_only_denovo,Ofav_coral_only_denovo,Past_longest_proteome,Ssid_longest_proteome
7,OG0004853,2,1,2,1,1
7,OG0004855,2,1,2,1,1
7,OG0004856,1,1,2,1,2
7,OG0004857,2,1,1,2,1
7,OG0004858,1,1,1,1,3
7,OG0004859,1,1,1,3,1
7,OG0004860,2,1,1,1,2
7,OG0004861,1,2,1,1,2
7,OG0004863,1,2,2,1,1
7,OG0004864,1,2,2,1,1
7,OG0004867,1,1,1,2,2
7,OG0004868,1,1,1,2,2
7,OG0004869,1,1,1,2,2
7,OG0004870,1,1,2,2,1
7,OG0004871,1,1,1,3,1
7,OG0004872,1,1,1,1,3
7,OG0004874,2,1,1,2,1
7,OG0004875,1,2,2,1,1
7,OG0004876,1,1,2,2,1
7,OG0004877,2,2,1,1,1
7,OG0004878,1,2,2,1,1
7,OG0004882,1,2,1,1,2
7,OG0004886,1,1,1,2,2
7,OG0004887,1,1,1,2,2
7,OG0004897,1,1,1,2,2
7,OG0004900,1,2,2,1,1
7,OG0004901,1,1,1,3,1
7,OG0004902,1,2,2,1,1
7,OG0004907,2,1,1,2,1
7,OG0004909,2,1,1,2,1
7,OG0004916,1,2,2,1,1
7,OG0004922,1,1,3,1,1
7,OG0004923,1,2,2,1,1
7,OG0004927,1,1,1,2,2
7,OG0004928,1,2,2,1,1
7,OG0004929,1,1,1,1,3
7,OG0004930,1,2,2,1,1
7,OG0004931,1,1,2,2,1
6,OG0005096,2,1,1,1,1
6,OG0005101,2,1,1,1,1
6,OG0005110,2,1,1,1,1
6,OG0005111,2,1,1,1,1
6,OG0005138,2,1,1,1,1
6,OG0005146,1,1,2,1,1
6,OG0005150,1,1,1,1,2
6,OG0005155,1,1,1,2,1
6,OG0005157,2,1,1,1,1
6,OG0005163,2,1,1,1,1
6,OG0005165,1,1,1,2,1
6,OG0005168,1,1,1,2,1
6,OG0005184,1,2,1,1,1
6,OG0005210,2,1,1,1,1
6,OG0005211,2,1,1,1,1
6,OG0005218,1,2,1,1,1
6,OG0005237,2,1,1,1,1
6,OG0005240,2,1,1,1,1
6,OG0005249,2,1,1,1,1
6,OG0005257,1,1,1,2,1
6,OG0005258,2,1,1,1,1
6,OG0005260,2,1,1,1,1
6,OG0005269,2,1,1,1,1
6,OG0005278,2,1,1,1,1
6,OG0005279,2,1,1,1,1
6,OG0005283,2,1,1,1,1
6,OG0005286,2,1,1,1,1
6,OG0005293,1,1,1,1,2
6,OG0005298,2,1,1,1,1
6,OG0005299,2,1,1,1,1
6,OG0005301,2,1,1,1,1
6,OG0005303,2,1,1,1,1
6,OG0005305,2,1,1,1,1
6,OG0005314,2,1,1,1,1
6,OG0005316,2,1,1,1,1
6,OG0005334,1,1,1,2,1
6,OG0005335,2,1,1,1,1
6,OG0005345,2,1,1,1,1
6,OG0005352,2,1,1,1,1
6,OG0005361,2,1,1,1,1
6,OG0005362,1,2,1,1,1
6,OG0005372,2,1,1,1,1
6,OG0005382,2,1,1,1,1
6,OG0005394,1,1,1,1,2
6,OG0005395,1,1,1,1,2
6,OG0005407,2,1,1,1,1
6,OG0005416,2,1,1,1,1
6,OG0005418,2,1,1,1,1
6,OG0005425,1,2,1,1,1
6,OG0005438,1,1,1,1,2
6,OG0005442,2,1,1,1,1
6,OG0005445,2,1,1,1,1
6,OG0005461,1,1,1,2,1
6,OG0005464,2,1,1,1,1
6,OG0005467,1,1,1,2,1
6,OG0005475,1,1,1,2,1
6,OG0005484,1,1,1,2,1
6,OG0005493,2,1,1,1,1
6,OG0005498,1,1,1,1,2
6,OG0005508,1,1,2,1,1
6,OG0005509,2,1,1,1,1
6,OG0005513,1,1,2,1,1
6,OG0005514,1,1,1,1,2
6,OG0005531,2,1,1,1,1
6,OG0005537,2,1,1,1,1
6,OG0005538,1,2,1,1,1
6,OG0005539,2,1,1,1,1
6,OG0005541,2,1,1,1,1
6,OG0005544,2,1,1,1,1
6,OG0005545,2,1,1,1,1
6,OG0005547,2,1,1,1,1
6,OG0005554,2,1,1,1,1
6,OG0005558,2,1,1,1,1
6,OG0005563,1,1,2,1,1
6,OG0005564,2,1,1,1,1
6,OG0005569,1,2,1,1,1
6,OG0005578,1,1,1,1,2
6,OG0005581,2,1,1,1,1
6,OG0005587,2,1,1,1,1
6,OG0005591,1,1,1,2,1
6,OG0005599,1,1,2,1,1
6,OG0005600,2,1,1,1,1
6,OG0005601,2,1,1,1,1
6,OG0005604,2,1,1,1,1
6,OG0005608,2,1,1,1,1
6,OG0005609,2,1,1,1,1
6,OG0005613,2,1,1,1,1
6,OG0005620,2,1,1,1,1
6,OG0005626,2,1,1,1,1
6,OG0005631,1,2,1,1,1
6,OG0005632,1,1,1,1,2
6,OG0005649,1,1,2,1,1
6,OG0005651,1,2,1,1,1
6,OG0005655,1,1,1,1,2
6,OG0005656,2,1,1,1,1
6,OG0005667,1,1,1,2,1
6,OG0005681,2,1,1,1,1
6,OG0005682,1,1,1,1,2
6,OG0005683,2,1,1,1,1
6,OG0005685,1,1,2,1,1
6,OG0005691,1,1,1,2,1
6,OG0005695,1,1,1,2,1
6,OG0005702,1,1,2,1,1
6,OG0005705,2,1,1,1,1
6,OG0005719,2,1,1,1,1
6,OG0005722,1,1,1,2,1
6,OG0005725,2,1,1,1,1
6,OG0005727,1,1,1,2,1
6,OG0005728,2,1,1,1,1
6,OG0005738,1,1,1,2,1
6,OG0005742,2,1,1,1,1
6,OG0005754,1,2,1,1,1
6,OG0005755,1,1,2,1,1
6,OG0005759,1,1,1,1,2
6,OG0005761,2,1,1,1,1
6,OG0005768,1,1,1,2,1
6,OG0005777,1,2,1,1,1
6,OG0005779,2,1,1,1,1
6,OG0005796,2,1,1,1,1
6,OG0005798,2,1,1,1,1
6,OG0005800,2,1,1,1,1
6,OG0005805,1,1,1,1,2
6,OG0005809,2,1,1,1,1
6,OG0005811,2,1,1,1,1
6,OG0005822,1,1,2,1,1
6,OG0005823,1,1,1,2,1
6,OG0005833,2,1,1,1,1
6,OG0005846,2,1,1,1,1
6,OG0005865,2,1,1,1,1
6,OG0005869,1,1,1,2,1
6,OG0005874,1,1,2,1,1
6,OG0005876,1,2,1,1,1
6,OG0005879,1,1,2,1,1
6,OG0005882,1,1,1,2,1
6,OG0005886,2,1,1,1,1
6,OG0005892,1,2,1,1,1
6,OG0005895,2,1,1,1,1
6,OG0005897,1,1,2,1,1
6,OG0005898,2,1,1,1,1
6,OG0005899,2,1,1,1,1
6,OG0005900,2,1,1,1,1
6,OG0005913,2,1,1,1,1
6,OG0005915,2,1,1,1,1
6,OG0005924,2,1,1,1,1
6,OG0005925,1,1,2,1,1
6,OG0005926,1,2,1,1,1
6,OG0005929,1,1,1,1,2
6,OG0005931,1,2,1,1,1
6,OG0005932,1,1,1,2,1
6,OG0005935,2,1,1,1,1
6,OG0005938,1,2,1,1,1
6,OG0005941,1,1,1,1,2
6,OG0005943,1,1,2,1,1
6,OG0005945,2,1,1,1,1
6,OG0005947,2,1,1,1,1
6,OG0005951,1,1,2,1,1
6,OG0005952,2,1,1,1,1
6,OG0005953,1,1,2,1,1
6,OG0005958,1,2,1,1,1
6,OG0005962,1,1,2,1,1
6,OG0005970,2,1,1,1,1
6,OG0005972,2,1,1,1,1
6,OG0005976,2,1,1,1,1
6,OG0005980,2,1,1,1,1
6,OG0005981,1,2,1,1,1
6,OG0005982,2,1,1,1,1
6,OG0005985,1,1,2,1,1
6,OG0005993,1,1,1,1,2
6,OG0005994,1,2,1,1,1
6,OG0005997,1,1,1,2,1
6,OG0006000,2,1,1,1,1
6,OG0006001,1,2,1,1,1
6,OG0006004,2,1,1,1,1
6,OG0006005,1,1,1,2,1
6,OG0006011,2,1,1,1,1
6,OG0006016,2,1,1,1,1
6,OG0006017,1,1,1,2,1
6,OG0006018,1,1,1,1,2
6,OG0006021,1,2,1,1,1
6,OG0006024,2,1,1,1,1
6,OG0006025,2,1,1,1,1
6,OG0006029,2,1,1,1,1
6,OG0006031,1,1,1,2,1
6,OG0006032,1,2,1,1,1
6,OG0006033,1,1,1,2,1
6,OG0006035,1,1,2,1,1
6,OG0006036,2,1,1,1,1
6,OG0006038,1,1,1,2,1
6,OG0006045,1,2,1,1,1
6,OG0006048,2,1,1,1,1
6,OG0006050,1,1,1,2,1
6,OG0006051,2,1,1,1,1
6,OG0006052,2,1,1,1,1
6,OG0006056,1,1,2,1,1
6,OG0006059,1,2,1,1,1
6,OG0006061,1,2,1,1,1
6,OG0006062,1,1,1,2,1
6,OG0006063,1,2,1,1,1
6,OG0006065,2,1,1,1,1
6,OG0006066,2,1,1,1,1
6,OG0006069,2,1,1,1,1
6,OG0006070,1,2,1,1,1
6,OG0006073,1,1,1,1,2
6,OG0006077,2,1,1,1,1
6,OG0006080,2,1,1,1,1
6,OG0006085,1,1,1,1,2
6,OG0006086,1,1,1,2,1
6,OG0006087,1,1,2,1,1
6,OG0006089,2,1,1,1,1
6,OG0006093,1,1,1,2,1
6,OG0006097,1,1,1,2,1
6,OG0006098,2,1,1,1,1
6,OG0006099,2,1,1,1,1
6,OG0006102,1,2,1,1,1
6,OG0006103,1,2,1,1,1
6,OG0006105,1,1,1,2,1
6,OG0006107,2,1,1,1,1
6,OG0006116,1,1,2,1,1
6,OG0006117,1,1,1,2,1
6,OG0006119,2,1,1,1,1
6,OG0006120,2,1,1,1,1
6,OG0006121,2,1,1,1,1
6,OG0006122,1,1,1,2,1
6,OG0006123,1,2,1,1,1
6,OG0006124,1,1,1,1,2
6,OG0006125,2,1,1,1,1
6,OG0006128,2,1,1,1,1
6,OG0006130,1,2,1,1,1
6,OG0006131,1,1,1,2,1
6,OG0006133,1,1,1,2,1
6,OG0006135,1,1,2,1,1
6,OG0006136,1,1,1,1,2
6,OG0006142,2,1,1,1,1
6,OG0006144,2,1,1,1,1
6,OG0006145,1,1,1,2,1
6,OG0006146,2,1,1,1,1
6,OG0006149,2,1,1,1,1
6,OG0006151,1,1,2,1,1
6,OG0006153,1,2,1,1,1
6,OG0006154,1,1,1,2,1
6,OG0006158,1,1,1,2,1
6,OG0006160,1,1,1,1,2
6,OG0006162,2,1,1,1,1
6,OG0006163,2,1,1,1,1
6,OG0006167,2,1,1,1,1
6,OG0006168,1,2,1,1,1
6,OG0006169,1,2,1,1,1
6,OG0006171,2,1,1,1,1
6,OG0006172,2,1,1,1,1
6,OG0006173,2,1,1,1,1
6,OG0006177,1,1,2,1,1
6,OG0006178,2,1,1,1,1
6,OG0006179,2,1,1,1,1
6,OG0006181,1,1,1,2,1
6,OG0006183,1,1,1,1,2
6,OG0006185,1,1,2,1,1
6,OG0006189,1,2,1,1,1
6,OG0006193,1,1,1,2,1
6,OG0006198,1,2,1,1,1
6,OG0006202,2,1,1,1,1
6,OG0006203,2,1,1,1,1
6,OG0006204,2,1,1,1,1
6,OG0006206,1,1,1,1,2
6,OG0006207,1,1,2,1,1
6,OG0006209,1,1,1,1,2
6,OG0006211,2,1,1,1,1
6,OG0006215,2,1,1,1,1
6,OG0006216,1,2,1,1,1
6,OG0006217,1,1,2,1,1
6,OG0006218,2,1,1,1,1
6,OG0006222,1,2,1,1,1
6,OG0006223,1,2,1,1,1
6,OG0006224,2,1,1,1,1
6,OG0006227,1,1,1,2,1
6,OG0006228,1,2,1,1,1
6,OG0006232,2,1,1,1,1
6,OG0006233,2,1,1,1,1
6,OG0006234,1,1,1,2,1
6,OG0006235,1,1,1,1,2
6,OG0006237,1,1,1,2,1
6,OG0006240,1,1,1,2,1
6,OG0006243,2,1,1,1,1
6,OG0006245,2,1,1,1,1
6,OG0006246,1,2,1,1,1
6,OG0006247,1,1,1,1,2
6,OG0006248,1,1,1,2,1
6,OG0006249,1,1,1,1,2
6,OG0006250,2,1,1,1,1
6,OG0006253,1,2,1,1,1
6,OG0006255,1,1,2,1,1
6,OG0006257,1,2,1,1,1
6,OG0006258,1,1,1,2,1
6,OG0006259,1,1,1,2,1
6,OG0006261,1,1,1,2,1
6,OG0006262,2,1,1,1,1
6,OG0006264,1,1,1,2,1
6,OG0006266,1,2,1,1,1
6,OG0006267,1,1,1,2,1
6,OG0006268,1,1,2,1,1
6,OG0006269,1,1,2,1,1
6,OG0006274,1,1,1,1,2
6,OG0006275,2,1,1,1,1
6,OG0006277,1,1,1,1,2
6,OG0006279,1,1,1,1,2
6,OG0006280,1,1,1,1,2
6,OG0006284,1,1,1,2,1
6,OG0006285,1,1,1,2,1
6,OG0006290,1,2,1,1,1
6,OG0006292,2,1,1,1,1
6,OG0006294,1,1,2,1,1
6,OG0006295,1,1,2,1,1
6,OG0006299,1,2,1,1,1
6,OG0006300,1,1,1,2,1
6,OG0006301,1,1,1,2,1
6,OG0006302,1,1,1,1,2
6,OG0006303,2,1,1,1,1
6,OG0006304,1,1,1,2,1
6,OG0006306,1,2,1,1,1
6,OG0006307,2,1,1,1,1
6,OG0006310,2,1,1,1,1
6,OG0006311,1,1,1,2,1
6,OG0006314,2,1,1,1,1
6,OG0006315,1,1,2,1,1
6,OG0006317,2,1,1,1,1
6,OG0006318,1,1,2,1,1
6,OG0006320,1,2,1,1,1
6,OG0006321,1,2,1,1,1
6,OG0006326,2,1,1,1,1
6,OG0006328,1,2,1,1,1
6,OG0006329,1,1,2,1,1
6,OG0006330,2,1,1,1,1
6,OG0006331,2,1,1,1,1
6,OG0006334,1,2,1,1,1
6,OG0006335,1,1,1,2,1
6,OG0006336,1,1,2,1,1
6,OG0006338,2,1,1,1,1
6,OG0006339,2,1,1,1,1
6,OG0006340,2,1,1,1,1
6,OG0006341,2,1,1,1,1
6,OG0006342,1,1,2,1,1
6,OG0006344,1,1,2,1,1
6,OG0006345,1,1,1,2,1
6,OG0006346,1,2,1,1,1
6,OG0006348,2,1,1,1,1
6,OG0006349,1,1,1,2,1
6,OG0006351,2,1,1,1,1
6,OG0006352,1,1,2,1,1
6,OG0006355,1,2,1,1,1
6,OG0006356,1,1,1,2,1
6,OG0006358,2,1,1,1,1
6,OG0006359,1,1,1,2,1
6,OG0006361,1,1,1,2,1
6,OG0006362,2,1,1,1,1
6,OG0006363,2,1,1,1,1
6,OG0006365,1,1,1,2,1
6,OG0006366,2,1,1,1,1
6,OG0006367,1,2,1,1,1
6,OG0006368,1,1,1,2,1
6,OG0006369,1,1,1,1,2
6,OG0006370,2,1,1,1,1
6,OG0006371,1,1,2,1,1
6,OG0006372,1,1,1,2,1
6,OG0006375,1,1,1,2,1
6,OG0006377,1,1,1,2,1
6,OG0006379,2,1,1,1,1
6,OG0006382,1,2,1,1,1
6,OG0006385,1,1,1,2,1
6,OG0006390,1,1,1,1,2
6,OG0006391,2,1,1,1,1
6,OG0006392,1,1,2,1,1
6,OG0006393,2,1,1,1,1
6,OG0006394,1,1,2,1,1
6,OG0006396,1,2,1,1,1
6,OG0006397,1,2,1,1,1
6,OG0006398,1,2,1,1,1
6,OG0006400,1,1,1,1,2
6,OG0006401,1,1,1,1,2
6,OG0006402,1,2,1,1,1
6,OG0006403,1,2,1,1,1
6,OG0006404,1,1,1,2,1
6,OG0006405,2,1,1,1,1
6,OG0006406,1,2,1,1,1
6,OG0006409,1,1,1,2,1
6,OG0006414,2,1,1,1,1
6,OG0006415,2,1,1,1,1
6,OG0006416,2,1,1,1,1
6,OG0006417,1,2,1,1,1
6,OG0006419,1,1,2,1,1
6,OG0006420,1,1,2,1,1
6,OG0006421,2,1,1,1,1
6,OG0006422,1,1,1,2,1
6,OG0006425,1,2,1,1,1
6,OG0006426,2,1,1,1,1
6,OG0006427,1,1,2,1,1
6,OG0006428,2,1,1,1,1
6,OG0006435,2,1,1,1,1
6,OG0006437,1,1,1,2,1
6,OG0006438,2,1,1,1,1
6,OG0006439,2,1,1,1,1
6,OG0006440,1,1,1,1,2
6,OG0006441,1,1,1,2,1
6,OG0006442,1,1,1,1,2
6,OG0006443,1,1,1,2,1
6,OG0006444,1,2,1,1,1
6,OG0006445,1,2,1,1,1
6,OG0006446,1,1,1,1,2
6,OG0006447,2,1,1,1,1
6,OG0006448,2,1,1,1,1
6,OG0006450,1,1,1,1,2
6,OG0006451,1,2,1,1,1
6,OG0006452,1,2,1,1,1
6,OG0006453,1,1,1,1,2
6,OG0006454,1,2,1,1,1
6,OG0006456,1,1,2,1,1
6,OG0006457,1,1,1,1,2
6,OG0006458,1,2,1,1,1
6,OG0006459,2,1,1,1,1
6,OG0006460,1,1,2,1,1
6,OG0006461,1,1,2,1,1
6,OG0006462,1,1,2,1,1
6,OG0006463,1,1,2,1,1
6,OG0006466,1,1,1,2,1
6,OG0006467,1,2,1,1,1
6,OG0006471,1,1,2,1,1
6,OG0006472,1,2,1,1,1
6,OG0006473,1,1,1,2,1
6,OG0006479,1,1,1,1,2
6,OG0006480,1,1,1,2,1
6,OG0006481,1,1,1,2,1
6,OG0006482,1,1,1,2,1
6,OG0006483,1,2,1,1,1
6,OG0006484,2,1,1,1,1
6,OG0006485,2,1,1,1,1
6,OG0006487,1,1,1,2,1
6,OG0006488,1,2,1,1,1
6,OG0006489,1,1,2,1,1
6,OG0006490,1,2,1,1,1
6,OG0006492,1,2,1,1,1
6,OG0006493,2,1,1,1,1
6,OG0006494,1,1,2,1,1
6,OG0006495,1,1,2,1,1
6,OG0006496,1,1,1,1,2
6,OG0006497,1,2,1,1,1
6,OG0006498,2,1,1,1,1
6,OG0006499,2,1,1,1,1
6,OG0006500,2,1,1,1,1
6,OG0006501,1,2,1,1,1
6,OG0006502,1,2,1,1,1
6,OG0006504,1,1,2,1,1
6,OG0006505,1,2,1,1,1
6,OG0006506,1,1,1,2,1
6,OG0006508,2,1,1,1,1
6,OG0006510,2,1,1,1,1
6,OG0006511,2,1,1,1,1
6,OG0006512,2,1,1,1,1
6,OG0006514,1,1,2,1,1
6,OG0006515,2,1,1,1,1
6,OG0006516,1,1,1,1,2
6,OG0006518,1,1,1,1,2
6,OG0006521,1,1,1,1,2
6,OG0006523,2,1,1,1,1
6,OG0006524,1,1,1,2,1
6,OG0006526,2,1,1,1,1
6,OG0006527,2,1,1,1,1
6,OG0006528,1,2,1,1,1
6,OG0006530,1,2,1,1,1
6,OG0006531,2,1,1,1,1
6,OG0006532,1,1,1,2,1
6,OG0006533,1,1,2,1,1
6,OG0006534,2,1,1,1,1
6,OG0006535,2,1,1,1,1
6,OG0006536,1,1,1,2,1
6,OG0006537,2,1,1,1,1
6,OG0006538,1,2,1,1,1
6,OG0006540,1,1,1,2,1
6,OG0006541,2,1,1,1,1
6,OG0006543,2,1,1,1,1
6,OG0006545,1,1,1,2,1
6,OG0006546,1,1,1,2,1
6,OG0006547,2,1,1,1,1
6,OG0006549,2,1,1,1,1
6,OG0006550,2,1,1,1,1
6,OG0006552,2,1,1,1,1
6,OG0006553,1,1,1,2,1
6,OG0006554,1,2,1,1,1
6,OG0006555,1,2,1,1,1
6,OG0006556,1,1,2,1,1
6,OG0006557,1,2,1,1,1
6,OG0006558,1,1,1,2,1
6,OG0006559,2,1,1,1,1
6,OG0006561,2,1,1,1,1
6,OG0006562,1,1,1,2,1
6,OG0006564,2,1,1,1,1
6,OG0006566,1,1,2,1,1
6,OG0006567,2,1,1,1,1
6,OG0006568,2,1,1,1,1
6,OG0006569,1,2,1,1,1
6,OG0006570,1,2,1,1,1
6,OG0006571,2,1,1,1,1
6,OG0006572,2,1,1,1,1
6,OG0006573,2,1,1,1,1
6,OG0006576,1,1,2,1,1
6,OG0006578,1,1,2,1,1
6,OG0006580,1,1,1,1,2
6,OG0006581,2,1,1,1,1
6,OG0006582,1,1,1,1,2
6,OG0006584,1,2,1,1,1
6,OG0006585,2,1,1,1,1
6,OG0006588,1,1,2,1,1
6,OG0006589,1,1,2,1,1
6,OG0006590,2,1,1,1,1
6,OG0006591,1,1,1,2,1
6,OG0006592,1,1,2,1,1
6,OG0006594,2,1,1,1,1
6,OG0006596,1,1,2,1,1
6,OG0006600,1,2,1,1,1
6,OG0006601,1,1,1,2,1
6,OG0006603,1,2,1,1,1
6,OG0006605,1,1,1,1,2
6,OG0006608,1,1,1,2,1
6,OG0006609,1,2,1,1,1
6,OG0006610,1,1,2,1,1
6,OG0006611,2,1,1,1,1
6,OG0006612,1,1,1,1,2
6,OG0006613,1,1,2,1,1
6,OG0006614,2,1,1,1,1
6,OG0006616,1,1,2,1,1
6,OG0006617,1,1,1,1,2
6,OG0006618,1,1,1,2,1
6,OG0006619,2,1,1,1,1
6,OG0006620,2,1,1,1,1
6,OG0006622,2,1,1,1,1
6,OG0006623,1,2,1,1,1
6,OG0006624,2,1,1,1,1
6,OG0006625,1,1,1,1,2
6,OG0006626,1,1,1,1,2
6,OG0006627,1,1,2,1,1
6,OG0006628,1,1,2,1,1
6,OG0006629,1,2,1,1,1
6,OG0006630,1,1,1,1,2
6,OG0006631,2,1,1,1,1
6,OG0006632,1,2,1,1,1
6,OG0006633,2,1,1,1,1
6,OG0006634,2,1,1,1,1
6,OG0006635,1,1,1,2,1
6,OG0006636,1,1,1,2,1
6,OG0006637,2,1,1,1,1
6,OG0006639,1,1,2,1,1
6,OG0006640,1,1,2,1,1
6,OG0006642,2,1,1,1,1
6,OG0006643,1,1,1,2,1
6,OG0006644,1,2,1,1,1
6,OG0006645,1,1,1,1,2
6,OG0006646,1,1,1,2,1
6,OG0006647,1,1,2,1,1
6,OG0006650,2,1,1,1,1
6,OG0006651,2,1,1,1,1
6,OG0006652,1,2,1,1,1
6,OG0006656,2,1,1,1,1
6,OG0006657,1,1,1,2,1
6,OG0006659,1,2,1,1,1
6,OG0006661,1,1,1,2,1
6,OG0006662,1,1,1,1,2
6,OG0006666,1,1,1,2,1
6,OG0006667,1,1,2,1,1
6,OG0006668,2,1,1,1,1
6,OG0006669,1,1,1,2,1
6,OG0006672,2,1,1,1,1
6,OG0006673,1,2,1,1,1
6,OG0006674,1,1,1,1,2
6,OG0006676,1,1,1,1,2
6,OG0006677,2,1,1,1,1
6,OG0006678,1,2,1,1,1
6,OG0006680,2,1,1,1,1
6,OG0006681,2,1,1,1,1
6,OG0006682,2,1,1,1,1
6,OG0006683,1,1,1,2,1
6,OG0006684,1,1,2,1,1
6,OG0006685,2,1,1,1,1
6,OG0006686,1,2,1,1,1
6,OG0006687,2,1,1,1,1
6,OG0006688,1,1,1,2,1
6,OG0006689,1,2,1,1,1
6,OG0006691,2,1,1,1,1
6,OG0006693,2,1,1,1,1
6,OG0006696,2,1,1,1,1
6,OG0006697,1,1,1,2,1
6,OG0006698,1,1,1,1,2
6,OG0006700,2,1,1,1,1
6,OG0006701,1,1,1,2,1
6,OG0006702,2,1,1,1,1
6,OG0006703,1,1,2,1,1
6,OG0006705,2,1,1,1,1
6,OG0006706,2,1,1,1,1
6,OG0006707,1,1,1,1,2
6,OG0006708,1,1,2,1,1
6,OG0006710,1,2,1,1,1
6,OG0006712,2,1,1,1,1
6,OG0006713,2,1,1,1,1
6,OG0006715,1,1,1,2,1
6,OG0006717,2,1,1,1,1
6,OG0006718,1,2,1,1,1
6,OG0006719,1,1,2,1,1
6,OG0006721,1,1,2,1,1
6,OG0006725,1,1,1,2,1
6,OG0006726,1,2,1,1,1
6,OG0006727,1,1,1,1,2
6,OG0006728,2,1,1,1,1
6,OG0006729,2,1,1,1,1
6,OG0006730,1,1,1,1,2
6,OG0006734,1,2,1,1,1
6,OG0006735,2,1,1,1,1
6,OG0006738,2,1,1,1,1
6,OG0006740,1,1,1,1,2
6,OG0006741,2,1,1,1,1
6,OG0006743,1,1,1,1,2
6,OG0006745,1,2,1,1,1
6,OG0006746,2,1,1,1,1
6,OG0006747,1,2,1,1,1
6,OG0006749,1,1,2,1,1
6,OG0006750,2,1,1,1,1
6,OG0006751,2,1,1,1,1
6,OG0006752,1,1,1,2,1
6,OG0006753,1,1,2,1,1
6,OG0006756,1,1,1,2,1
6,OG0006757,1,1,2,1,1
6,OG0006758,1,1,1,2,1
6,OG0006760,1,1,1,2,1
6,OG0006765,1,2,1,1,1
6,OG0006766,1,1,2,1,1
6,OG0006767,2,1,1,1,1
6,OG0006768,2,1,1,1,1
6,OG0006769,1,1,1,1,2
6,OG0006771,1,1,1,2,1
6,OG0006773,1,1,1,2,1
6,OG0006774,1,1,1,1,2
6,OG0006775,1,2,1,1,1
6,OG0006776,1,1,1,1,2
6,OG0006777,1,2,1,1,1
6,OG0006778,1,1,2,1,1
6,OG0006779,1,1,1,1,2
6,OG0006781,1,1,1,1,2
6,OG0006782,1,1,2,1,1
6,OG0006783,1,1,2,1,1
6,OG0006785,2,1,1,1,1
6,OG0006786,2,1,1,1,1
6,OG0006788,1,2,1,1,1
6,OG0006790,2,1,1,1,1
6,OG0006792,1,1,2,1,1
6,OG0006793,2,1,1,1,1
6,OG0006794,1,1,2,1,1
6,OG0006795,2,1,1,1,1
6,OG0006796,2,1,1,1,1
6,OG0006797,1,2,1,1,1
6,OG0006798,1,1,2,1,1
6,OG0006799,1,2,1,1,1
6,OG0006800,1,1,1,2,1
6,OG0006801,1,2,1,1,1
6,OG0006802,1,1,1,2,1
6,OG0006803,1,1,2,1,1
6,OG0006804,1,1,1,1,2
6,OG0006805,2,1,1,1,1
6,OG0006806,1,1,1,1,2
6,OG0006807,2,1,1,1,1
6,OG0006809,1,1,1,1,2
6,OG0006810,1,1,1,2,1
6,OG0006813,1,1,1,2,1
6,OG0006814,1,1,1,1,2
6,OG0006815,2,1,1,1,1
6,OG0006817,2,1,1,1,1
6,OG0006818,1,2,1,1,1
6,OG0006819,2,1,1,1,1
6,OG0006820,1,1,2,1,1
6,OG0006822,2,1,1,1,1
6,OG0006825,1,2,1,1,1
6,OG0006829,1,1,2,1,1
6,OG0006830,2,1,1,1,1
6,OG0006831,1,1,2,1,1
6,OG0006834,1,1,1,1,2
6,OG0006835,1,1,2,1,1
6,OG0006836,1,1,2,1,1
6,OG0006837,2,1,1,1,1
6,OG0006838,1,1,1,2,1
6,OG0006839,1,1,1,2,1
6,OG0006841,1,2,1,1,1
6,OG0006842,1,1,1,1,2
6,OG0006843,2,1,1,1,1
6,OG0006844,1,1,1,2,1
6,OG0006846,1,1,1,2,1
6,OG0006847,1,1,1,1,2
6,OG0006848,2,1,1,1,1
6,OG0006849,2,1,1,1,1
6,OG0006852,1,1,1,2,1
6,OG0006853,1,1,1,1,2
6,OG0006855,1,2,1,1,1
6,OG0006858,1,1,1,1,2
6,OG0006859,1,1,2,1,1
6,OG0006861,1,1,2,1,1
6,OG0006862,2,1,1,1,1
6,OG0006865,1,1,1,2,1
6,OG0006866,2,1,1,1,1
6,OG0006867,1,2,1,1,1
6,OG0006868,1,1,1,1,2
6,OG0006869,2,1,1,1,1
6,OG0006870,1,1,1,2,1
6,OG0006872,1,2,1,1,1
6,OG0006873,1,1,1,2,1
6,OG0006874,2,1,1,1,1
6,OG0006875,1,1,1,2,1
6,OG0006876,2,1,1,1,1
6,OG0006877,1,1,1,1,2
6,OG0006879,1,2,1,1,1
6,OG0006880,1,1,1,2,1
6,OG0006881,1,1,1,2,1
6,OG0006883,2,1,1,1,1
6,OG0006884,2,1,1,1,1
6,OG0006885,1,1,1,2,1
6,OG0006887,1,1,1,2,1
6,OG0006888,1,2,1,1,1
6,OG0006889,1,1,1,1,2
6,OG0006890,1,1,1,1,2
6,OG0006892,1,1,1,1,2
6,OG0006893,1,1,1,2,1
6,OG0006894,2,1,1,1,1
6,OG0006897,2,1,1,1,1
6,OG0006899,2,1,1,1,1
6,OG0006900,2,1,1,1,1
6,OG0006902,1,1,1,1,2
6,OG0006904,1,2,1,1,1
6,OG0006905,2,1,1,1,1
6,OG0006906,1,1,2,1,1
6,OG0006907,1,1,1,2,1
6,OG0006913,1,1,2,1,1
6,OG0006915,2,1,1,1,1
6,OG0006918,1,1,1,1,2
