OG,theta,sigma2,alpha,beta,results
OG0002868,6.04134998,355.6498815,78.80174502,0.030356901,0.028289015
OG0006468,8.615468139,16.78046474,776.0744086,17.5781718,0.028293358
OG0002437,7.068675563,25.59379819,79.81320549,1.122570041,0.028351809
OG0001964,12.60376402,3.526600342,84.32009746,2.113785127,0.028410588
OG0009296,6.724859379,3.240584723,58.06395995,6.286933256,0.028419221
OG0003470,7.106186357,5.679747324,68.00263088,2.874381114,0.028422517
OG0002981,8.27785898,3.988051567,62.71289938,7.761464975,0.028427899
OG0006430,5.223693739,73.74508472,72.75474067,1.478101186,0.028428785
OG0009181,6.923275205,3.194781808,83.95970302,2.436650893,0.028430006
OG0001313,5.08765275,18.43938685,63.45291293,1.471275503,0.028541921
OG0007120,8.501955312,39.38232035,96.84154974,1.043622415,0.028553401
OG0009300,8.655078013,4.614964305,999,32.01908825,0.0286331
OG0010110,9.806505082,4.589758834,73.94581055,3.545421616,0.028649339
OG0003437,7.879899127,5.226976616,999,13.51060887,0.02872139
OG0005697,8.78352839,8.06915406,76.90931211,1.942983047,0.028734635
OG0004114,9.314354622,27.67576911,9.794028415,0.030489016,0.028762328
OG0008518,7.903465688,4.177507047,68.16798882,5.055914604,0.028768826
OG0005076,8.334310725,5.377225167,71.87579654,2.499680257,0.029050216
OG0001332,9.035220635,8.991017539,58.58436649,2.039716769,0.029091606
OG0004728,6.682116108,4.34220618,86.63498296,2.014111988,0.029111537
OG0001274,11.9289375,30.346012,72.48269972,3.268426111,0.029264032
OG0004445,8.788313281,0.132709998,49.32120063,98.75198463,0.02928103
OG0002937,10.4677913,5.85771878,122.8051158,5.089316616,0.029311234
OG0002619,5.657281965,11.05880818,44.31351445,4.764724415,0.029353053
OG0006247,4.579660372,0.211249712,13.68089469,15.64445614,0.02945651
OG0010605,9.394180876,112.1928252,83.14330521,0.030743653,0.029504078
OG0009366,6.494238198,8.850129421,163.6288692,3.660394481,0.029520621
OG0009548,7.350405024,12.5266459,76.24483118,1.31640428,0.029537386
OG0006629,6.099339447,20.01695456,75.05441872,1.632875897,0.029581422
OG0007360,7.39813103,11.48163368,75.63405873,1.588195558,0.029663876
OG0003288,6.834461773,19.65988905,64.71903876,4.05772802,0.029698137
OG0009272,5.488584649,13.86759309,58.91764351,5.598162763,0.029712481
OG0001617,6.015575631,41.85469769,76.68063707,1.398121573,0.029735945
OG0010648,6.611403472,162.8833994,79.50037236,0.030873613,0.029755752
OG0002975,13.85709305,9.666130094,71.66300693,2.986301956,0.029780615
OG0000109,9.861921457,16.5750747,72.68841898,1.041531756,0.02981569
OG0000956,5.878002987,36.99295945,63.73166919,2.761903278,0.029859044
OG0006815,8.015622459,113.9956534,88.4336189,0.03094585,0.030086077
OG0008684,6.411968203,23.54014841,74.47541225,1.651892841,0.030100757
OG0000813,8.908525712,12.21343668,57.58851208,3.797464563,0.03015404
OG0001322,9.481558654,4.42701289,61.86033407,4.366452668,0.030184249
OG0005081,8.170466272,1.135404781,51.03772287,2.549199374,0.030221219
OG0005052,9.21449908,2.02437936,79.57103169,2.777081975,0.030275463
OG0003581,8.621370717,3.583136109,90.28087244,0.913310316,0.030320146
OG0002935,9.49891398,1.007803204,10.79402041,17.56985459,0.030428094
OG0001412,4.270784622,25.13515308,56.59362376,7.466966591,0.030464161
OG0010255,9.960728268,7.504079718,79.1360519,1.575281641,0.030515861
OG0003199,7.270350066,5.770800446,29.02649523,4.704678122,0.030665167
OG0005462,7.290472951,37.28041383,15.2536309,0.031089519,0.030680613
OG0009571,7.178252199,7.108073789,80.59797768,1.145845381,0.03071003
OG0005869,4.61307992,19.32674084,64.94307261,4.211924665,0.030710267
OG0005755,6.302541409,35.40320223,57.30437015,1.766569681,0.030712239
OG0011076,7.431221084,2.84401298,69.76382312,3.196302229,0.03076328
OG0006435,9.864875474,3.344183658,59.13270733,3.24770407,0.030772697
OG0005875,8.117133425,2.793215261,84.50355722,3.186153637,0.030781959
OG0008949,9.662017079,14.73500237,5.397698191,0.030933909,0.030838651
OG0003496,8.207938271,5.509389924,179.9663706,4.649954061,0.030883784
OG0001843,8.840763355,136.626906,22.17773789,0.031016404,0.030933228
OG0006677,5.1476337,27.44545226,70.76636931,1.682173669,0.030940494
OG0006219,6.953532495,282.8143572,68.40485856,0.031042394,0.030948048
OG0005654,7.455496639,2.601597977,49.99401125,2.442949216,0.031030378
OG0010128,8.87130725,0.617078955,63.51019171,8.34238077,0.031044505
OG0009666,4.772316583,4.521104627,54.87044228,5.431167454,0.031079456
OG0009669,8.909865721,5.916704487,83.28808097,1.043582759,0.031119083
OG0001330,8.299617233,129.5444641,56.82493513,0.031061039,0.031129255
OG0000298,7.412003017,26.27799739,63.90198932,2.716226062,0.031300315
OG0001864,9.037912447,79.47662899,75.52575206,0.031288216,0.031472919
OG0002490,6.463219128,23.3038223,65.07782908,4.434816795,0.0314911
OG0009874,6.934030473,44.55901546,69.62511566,1.297123092,0.031510149
OG0004202,12.99328412,19.78277345,249.0362472,0.892282573,0.031515137
OG0002684,10.35374475,74.27398892,15.96926697,0.031177845,0.031581609
OG0003553,5.374527789,50.18218343,72.68061111,1.781305262,0.031625679
OG0009850,6.471582284,0.008540714,8.56567519,99,0.031652761
OG0004913,4.37732268,10.26230541,80.80188424,5.029632125,0.031666685
OG0010144,6.932941293,0.009416766,5.453864106,99,0.032001392
OG0010152,8.242537241,217.8489047,45.09299056,0.031282064,0.032033347
OG0009108,5.849170258,34.26565128,62.5682034,2.193813153,0.032050045
OG0005065,8.713203058,11.67370612,6.422849242,0.031318394,0.032075149
OG0000711,6.380488874,13.93573426,65.21116867,2.557586515,0.03212107
OG0004511,8.869231347,5.17462855,133.2336,1.15412696,0.032138975
OG0011155,8.216049919,53.61227204,10.25948414,0.031468951,0.032159257
OG0008724,3.741903294,18.86515787,67.79177101,3.577876066,0.032199805
OG0001958,7.217858662,20.01995916,60.92316972,1.086069467,0.032369529
OG0001488,12.45017653,0.192599255,12.40661553,10.37178416,0.032391004
OG0005955,6.682876077,2.054669367,75.82679921,1.876784936,0.032394605
OG0006588,7.438712771,7.021810353,80.90238786,9.543430479,0.032407283
OG0002431,5.887471731,6.692571302,3.358912515,0.030331959,0.032407984
OG0010447,6.738216995,0.658393994,19.76780162,6.691154507,0.032432084
OG0002030,3.636990328,44.33674716,67.20659086,2.986210011,0.03251926
OG0005420,7.708110957,44.52051278,60.83403465,2.30478959,0.032532915
OG0008592,4.179328765,26.57834656,72.26894071,1.588256074,0.032561392
OG0001741,8.819859754,16.59512171,95.82854987,0.888162073,0.032579178
OG0006508,7.22876534,43.14350596,68.85191938,1.479027489,0.032750409
OG0011116,8.116860728,23.62840517,70.39470967,0.987020185,0.032764158
OG0009186,6.592068061,136.0864232,70.54899259,0.031604281,0.032773919
OG0007048,9.459016904,16.09481557,63.85227959,2.246884386,0.032848183
OG0003425,7.164348728,44.90432095,71.03600321,1.708897732,0.032938831
OG0008272,4.706966442,20.73741956,67.61940103,2.147492942,0.032943913
OG0009015,7.208281968,0.334529493,15.03336047,11.32126469,0.032957685
OG0009087,7.409614897,58.43581856,94.34173296,1.26772395,0.032974091
OG0009076,5.633818449,282.8328691,58.76188222,0.031616451,0.032982471
OG0002488,6.09341083,3.683620317,65.04389844,6.292072916,0.032993786
OG0000581,8.675018699,24.26352647,10.74985219,0.031702704,0.033131093
OG0010593,7.312493312,0.084839982,8.644976722,14.16471376,0.03322371
OG0003998,6.913985935,10.32096999,72.09170207,2.288031718,0.033255236
OG0006767,8.579028514,0.821446753,55.69870858,10.93055973,0.033279697
OG0007131,8.692919796,0.053090117,8.907832062,13.10447776,0.033311563
OG0006157,7.402592503,0.02544897,6.708580495,99,0.033391732
OG0003027,8.156423434,126.095876,65.94150859,3.57140659,0.033598359
OG0004820,9.269945357,10.36245888,67.74418769,2.759160534,0.033621754
OG0010575,7.712907768,1.821632205,77.47115681,2.67617446,0.033638119
OG0005799,7.460332351,11.39905368,51.22918344,15.80234248,0.033683175
OG0002491,11.1563782,12.34915858,81.16043301,2.453556051,0.033700645
OG0000890,11.07217296,261.0912218,74.29918321,0.978111013,0.033794946
OG0009000,5.230648178,8.52125617,70.26008573,1.713531641,0.033844832
OG0008514,9.140935823,4.707635646,83.36714699,3.878600763,0.033872123
OG0009751,8.039449677,4.282637778,38.54240306,3.610436281,0.033912295
OG0009226,8.154742169,16.72953252,70.39910409,3.426525485,0.033969744
OG0001265,7.803722849,852.84718,76.47094265,0.031841474,0.034081885
OG0010242,6.487955901,13.79350417,58.4583978,2.151988711,0.034101207
OG0002404,3.194241337,3.203852993,12.31364716,7.721622551,0.034115648
OG0009269,9.143695608,32.24255584,71.70085362,1.045177199,0.0342039
OG0008877,5.481847029,2.425349024,18.00040154,9.154770099,0.034249884
OG0010449,5.720627632,48.6564819,62.24380631,1.66925691,0.034279642
OG0000667,8.864200817,168.5725799,64.05110261,0.03198473,0.034357919
OG0010565,10.44949759,8.401011544,65.25178899,2.092291359,0.034497414
OG0004690,8.004022515,2.459811866,64.21835558,2.826091918,0.034552627
OG0003310,4.96323442,9.261320153,76.17015496,2.138996985,0.034558136
OG0008288,7.806843919,4.562110784,51.22922248,1.416099859,0.034559442
OG0008886,6.959767327,2.064402266,62.30265498,2.548617302,0.034567949
OG0003484,8.740285777,169.6845645,67.28292602,0.031910148,0.034715787
OG0009202,7.171458649,0.030543504,10.67455189,17.6090757,0.034722129
OG0009411,8.696686213,6.115940867,34.6209181,3.147826914,0.034726625
OG0008321,3.898640648,37.83711841,46.73951555,2.784410897,0.034735301
OG0010230,6.379910821,19.20462461,10.50986724,0.032021209,0.034749816
OG0001968,12.3203959,10.05921272,75.24533958,1.812136884,0.034764017
OG0008110,5.418048537,0.519326882,7.641395357,19.71564078,0.034779811
OG0006739,8.369139961,0.815696762,10.01768563,9.078640319,0.034787313
OG0001685,8.121547195,16.66019341,93.8714167,1.364098393,0.034866473
OG0008752,5.291891784,5.733072421,70.97665506,2.652298274,0.034889051
OG0006927,7.459064855,2.98953324,65.20678029,2.19840755,0.034891858
OG0009123,7.330118746,4.358276996,28.34398036,3.670619606,0.034908704
OG0003563,9.676429213,8.874493744,81.5071731,0.901164689,0.034935918
OG0011008,8.261328955,39.28383629,58.77279,0.920902772,0.034939589
OG0006975,8.013560289,23.72637132,70.32219342,1.669610979,0.034977156
OG0006723,8.643146696,6.171336108,52.54613301,3.18744098,0.034984736
OG0005129,8.149157825,450.3944686,66.58683759,0.03204045,0.035202663
OG0005109,9.855416091,13.29639803,220.0512361,1.195956061,0.035214222
OG0001900,5.264587197,32.63785829,8.2745403,0.032092744,0.03531281
OG0006681,8.805218655,13.30987176,83.29767715,1.221315793,0.035481138
OG0006538,7.792324865,4.119097015,98.77771321,1.088712824,0.03562036
OG0009323,3.606973096,16.44191545,45.95188992,1.179356533,0.035642162
OG0009655,7.090479658,55.0250075,43.32465665,0.032160095,0.03570507
OG0006532,7.340306102,23.5765814,56.10495205,1.379659432,0.035744464
OG0010348,7.666396368,270.2599241,59.21994395,0.032216385,0.035826579
OG0010324,8.171458637,78.35729226,55.07544725,0.835321259,0.035838039
OG0004924,8.659504729,9.272139185,118.8227734,1.367065268,0.035841946
OG0004209,5.176725206,323.8424449,91.46668674,0.032248316,0.035864944
OG0000360,7.65725438,67.84426161,65.33004454,0.032304309,0.035902342
OG0008320,8.897578135,0.254171208,7.716124916,29.0625646,0.035925349
OG0003191,7.195872269,8.070066795,72.05261873,1.608105227,0.035942763
OG0004244,4.673601682,46.84616012,70.69371385,1.148703453,0.035961617
OG0006355,9.383821362,8.469917343,168.9277825,0.998010694,0.036056506
OG0006290,6.110827487,0.187104236,9.020559787,9.288823219,0.036071346
OG0004205,9.037907772,12.51653936,75.77505219,1.511358348,0.036110055
OG0009394,5.566291549,15.35274625,71.23509573,2.052045161,0.03614457
OG0009708,7.70557063,27.58317994,72.99436059,1.194125677,0.036225066
OG0004952,7.919655678,6.915444656,73.93737593,1.660878977,0.036254836
OG0001400,8.594696519,7.448497568,68.30129638,1.707923545,0.036309447
OG0003648,2.776821314,41.44148488,57.26492527,3.492740847,0.036344884
OG0010783,7.369811898,0.580304896,22.86150115,4.297712411,0.03648597
OG0010906,7.487272091,11.06778862,50.32873036,1.180004862,0.036515247
OG0001834,9.70925633,20.15557933,61.45593798,0.956762388,0.036538403
OG0002636,8.508622062,100.8598921,67.83781987,1.624954224,0.036665193
OG0002606,10.51213996,5.086164791,48.00593625,2.45253706,0.036698883
OG0000511,6.790267817,139.1345606,63.93945534,1.899816029,0.036727031
OG0009047,5.323159287,36.25771526,69.88159638,1.654342928,0.036800564
OG0004305,5.581245211,1.032412199,10.45292336,6.46286115,0.036843346
OG0010787,8.873133123,28.24227611,12.64285615,0.032453427,0.036897957
OG0004751,8.343857733,96.46386129,48.17290716,0.946589912,0.03690623
OG0003902,10.14663838,15.29296691,73.73782897,1.113662003,0.036917419
OG0009731,7.179383937,10.69852519,92.55395423,1.790206918,0.036962
OG0000389,8.080989921,5.116253124,61.58721175,4.816221984,0.036985329
OG0006920,6.641049113,0.080214612,9.187564623,8.535964326,0.037011108
OG0002823,6.464592189,20.14437104,57.72398001,1.087326805,0.037012891
OG0001100,7.828319951,11.71656189,137.553629,1.277415455,0.037034388
OG0004040,7.731163737,8.496475132,51.91960993,0.958653981,0.037070477
OG0009614,7.272631073,0.577575157,66.06264496,11.23726474,0.037138589
OG0009487,7.866288901,47.25039962,74.3337425,0.902655478,0.037230479
OG0009372,7.392980669,293.6276434,61.75650404,0.032539312,0.037349581
OG0010201,6.372853888,14.0010381,76.60457809,1.591983989,0.037395646
OG0009934,10.08054006,1.335189805,10.27027385,6.212219549,0.037472616
OG0010265,7.71394686,8.737462174,79.20636769,1.15813504,0.037561501
OG0009512,6.081647498,1.422739373,71.42445103,6.319210329,0.037571862
OG0004919,6.876364154,18.17886441,64.57468491,1.576737565,0.037613151
OG0004776,8.061194257,24.92440833,133.0761502,1.026033635,0.037670037
OG0003609,9.035663834,15.9812975,54.10403393,0.855228576,0.037695925
OG0004262,5.808193402,3.305188911,26.30978638,2.598279811,0.037704558
OG0005824,10.19075308,78.0907837,82.76498742,0.032690484,0.037737346
OG0002682,8.883655791,5.052742598,78.46496892,1.756066226,0.037744166
OG0009013,5.861999496,24.44401076,71.84860514,1.070095056,0.037748662
OG0009327,6.647700535,54.82553005,71.22186043,1.227246034,0.037856584
OG0000494,5.009449207,90.79945292,63.25385206,1.760174204,0.037996496
OG0000635,8.374918819,0.723146089,8.375585927,9.264205144,0.038005176
OG0009316,6.19914102,0.954888052,17.03151147,3.416123466,0.038007435
OG0009239,5.854905007,6.199447269,84.71930614,1.06345316,0.038008137
OG0009664,4.986342042,199.7261557,66.78971223,0.032659,0.038014783
OG0001371,7.875633098,53.3715069,71.56436596,1.092790975,0.038058167
OG0004717,7.494430206,16.12387103,147.3457562,1.308869977,0.038138794
OG0009002,7.012034297,19.61022185,62.16511664,2.305576018,0.038239112
OG0003518,8.048370463,6.404990458,54.85563575,2.519278569,0.038336693
OG0009258,5.687429583,5.641495759,26.90824289,2.483313055,0.038452256
OG0006702,11.13563647,4.463386069,69.46980082,3.025928616,0.038465797
OG0006461,6.93720645,5.578510628,46.89072852,1.522186732,0.03852316
OG0004670,6.990231871,10.16832057,51.95588259,0.91401376,0.038528246
OG0001875,8.804208813,51.38122041,10.61756149,0.032953064,0.038648814
OG0010544,6.765571584,9.158493976,70.95643517,1.85596235,0.038812121
OG0001614,2.603051837,276.2638238,72.98710486,0.908513719,0.03895813
OG0000627,6.337352828,43.38879212,62.47123123,3.816920092,0.038978986
OG0008871,4.528990539,103.4396842,11.48749391,0.033032148,0.03900822
OG0005908,2.750099357,2.255597319,14.32800396,5.496433918,0.039039779
OG0008353,3.707606432,14.05512656,74.59219517,2.118069147,0.03915296
OG0000435,7.31290596,41.37621653,10.92559053,0.033042159,0.039231567
OG0008484,5.874197292,0.15199925,9.267770248,6.628077009,0.039244806
OG0001342,10.2265375,63.15411394,69.58487127,1.028639395,0.039408988
OG0006275,5.569679541,10.47123612,53.2645605,1.553385888,0.039424896
OG0000565,10.49440097,11.29337323,68.59310891,3.877823525,0.039441656
OG0007349,10.18846158,91.24721392,10.69488257,0.033116777,0.039521391
OG0006705,5.921486807,209.4646475,20.78398278,0.032997301,0.039544189
OG0010360,7.470572944,6.785598955,73.53339427,1.691310948,0.03961428
OG0005667,6.354700591,4.519433961,22.71048059,2.60136504,0.039752504
OG0010170,7.558522043,137.0000977,74.34820538,0.033136067,0.039846729
OG0008740,8.920953716,2.480661085,68.69386608,1.226369771,0.039853837
OG0001804,12.70543889,2.248102604,57.42646884,2.491487409,0.039880626
OG0006553,6.520296016,148.3334861,78.84981081,0.033125144,0.039941275
OG0005132,8.789095339,4.383929118,51.53752529,1.282215795,0.039953662
OG0005564,10.88172557,1.775500712,10.05334185,4.963459055,0.040073222
OG0006719,8.446539929,12.35624405,263.1277413,1.052351967,0.040168002
OG0006654,9.722329056,65.84374353,69.06830003,0.93029395,0.04018479
OG0008098,4.854750762,193.9202469,110.6733168,0.847523929,0.040191775
OG0006166,6.752535828,23.2203862,75.30022882,1.25885058,0.040201604
OG0009500,8.563696845,46.25051321,394.3101147,0.955890188,0.040236204
OG0002477,6.892464116,8.168257134,18.09546057,4.168457331,0.040291929
OG0006000,5.709643544,46.63892928,63.00553906,1.693749946,0.040362626
OG0008923,5.311805747,46.39799804,112.6257265,1.861784162,0.040366167
OG0010506,11.12217188,3.988785041,53.17418071,3.368609925,0.040386282
OG0009225,9.099990923,0.990687652,18.51121285,3.086910426,0.040440784
OG0005718,4.286798443,71.68340192,65.70154606,1.259078132,0.04047896
OG0010285,8.273875627,2.795540681,67.05708216,5.966773981,0.04047947
OG0010305,6.581368512,16.27132204,78.6185121,0.952959237,0.040597775
OG0006623,4.848363126,40.61979481,60.91351755,1.22954083,0.040740034
OG0006647,6.469388918,57.24894007,70.82223756,1.949542968,0.040780237
OG0004277,4.045648396,29.45593044,64.12170208,1.172456804,0.040803007
OG0001677,7.250115094,0.113549994,7.526163029,12.12688297,0.040814838
OG0010165,8.596897921,1.179883644,13.84860572,6.112978273,0.040868096
OG0005674,10.01334747,1.40802912,74.74775871,2.514458825,0.040901654
