OG,Cnat_1,Cnat_2,Cnat_3,Cnat_4,Cnat_5
OG0020632,0,6,0,0,6
OG0020633,0,159.992,0,0,174.528
OG0020634,118.275,14.04,132.4,143.361,2
OG0020635,0,9.523,0,0,24.487
OG0020636,0,168,0,3,183
OG0020637,0,0,19,0,0
OG0020638,0,26,0,0,23
OG0020639,3,0,0,0,43.217
OG0020640,2,0,0,0,21
OG0020641,7,4,6,0,1
OG0020642,0,0,0,0,20
OG0020643,0,174.11,2,4,214.013
OG0020644,0,181,0,3,267
OG0020645,0,14,0,0,28
OG0020646,3,1,0,0,28
OG0020647,5,3,21,3,2
OG0020648,43,5.998,60.006,58,0
OG0020649,0,4.772,0,0,7
OG0020650,0,16,0,0,13
OG0020651,38,9,47,59,0
OG0020652,0,20,0,0,43
OG0020653,0,53,0,0,41.713
OG0020654,0,3,0,0,4
OG0020655,0,55,1,1,88
OG0020656,2,1,0,0,38
OG0020657,1,485,5,7,543
OG0020658,0,8.519,0,0,2.657
OG0020659,0,47,0,2,67
OG0020660,1,50,0,2,80
OG0020661,0,0,15,2,0
OG0020662,0,145,1,0,156
OG0020663,0,184,1,4,201.999
OG0020664,0,102,1,1,145
OG0020665,0,1,10,3,0
OG0020666,0,167.954,1,1,259
OG0020667,0,4,0,0,7
OG0020668,0,25,0,1,33
OG0020669,0,56.385,0,0,59.044
OG0020670,0,103,0,1,81
OG0020671,1,232,4,6,280.27
OG0020672,0,0,33,0,0
OG0020673,0,21.299,0,0,45.442
OG0020674,0,0,0,0,25
OG0020675,0,45,1,0,53
OG0020676,0,41,2,1,53
OG0020677,0,38,0,0,37
OG0020678,1,0,0,0,11
OG0020679,2,0,0,0,23
OG0020680,0,18,0,0,22
OG0020681,7,6,2,1,0
OG0020682,0,8,0,0,8
OG0020683,0,5,0,0,10
OG0020684,1,52,0,0,46
OG0020685,0,15,0,0,24
OG0020686,0,333.341,2,2,293.282
OG0020687,0,0,8,0,0
OG0020688,0,0,17,0,0
OG0020689,0,5,1,0,13
OG0020690,0,11,0,0,22
OG0020691,0,92,0,1,93.98
OG0020692,1,0,0,0,35
OG0020693,0,25,0,0,22
OG0020694,0,77,0,0,75.219
OG0020695,1,0,30,1,0
OG0020696,0,6,0,0,10
OG0020697,0,22,0,1,25
OG0020698,2,0,20,0,0
OG0020699,0,12,0,0,12
OG0020700,3,20,24,1,0
OG0020701,0,60,1,0,44
OG0020702,0,33,0,0,49
OG0020703,0,23,0,0,18
OG0020704,0,11,0,0,16.934
OG0020705,0,38,0,0,48
OG0020706,0,13,0,0,5
OG0020707,0,22,0,0,18
OG0020708,0,164,1,1,201
OG0020709,0,31,0,0,0
OG0020710,8,0,4,0,2
OG0020711,0,53,0,1,81.082
OG0020712,0,76,0,0,96
OG0020713,90,18,84,75,0
OG0020714,0,44.589,0,0,61
OG0020715,1,0,11,0,0
OG0020716,0,172,1,2,151
OG0020717,0,82,0,0,77
OG0020718,0,58,3,0,88
OG0020719,0,13,0,1,16
OG0020720,0,21,0,1,16
OG0020721,0,2,0,0,3
OG0020722,0,28,0,1,22
OG0020723,0,75,0,0,79
OG0020724,211,47,254.003,313.528,0
OG0020725,0,4.405,0,1,7.618
OG0020726,0,6.641,0,0,8.709
OG0020727,1,202,0,3,213.002
OG0020728,0,17,1,0,27
OG0020729,0,13,0,0,25
OG0020730,0,19,0,0,36
OG0020731,0,19.968,0,0,10
OG0020732,0,0,0,0,9
OG0020733,0,102.977,2,1,114.434
OG0020734,0,81.191,0,2,110.763
OG0020735,0,55,1,0,62.995
OG0020736,0,0,11,0,0
OG0020737,0,13,0,1,8
OG0020738,0,2,0,0,6
OG0020739,0,0,22,1,0
OG0020740,0,6,0,0,18
OG0020741,0,72,0,0,103
OG0020742,0,25.439,0,0,22.668
OG0020743,1,0,0,0,26
OG0020744,0,0,16,0,0
OG0020745,0,2,0,0,2
OG0020746,1,45.534,0,0,43.582
OG0020747,0,37,0,0,47
OG0020749,0,27.324,0,0,21
OG0020750,6,1,0,1,25
OG0020751,0,8,0,0,23.56
OG0020752,0,10,0,0,9
OG0020753,3,0,36,4,0
OG0020754,1,0,1,0,53
OG0020755,0,4,49.19,25,1
OG0020756,0,68,0,1,84
OG0020757,0,13,0,0,10
OG0020758,0,15,0,2,15
OG0020759,0,90,1,1,115
OG0020760,0,110.001,1,1,152.073
OG0020761,0,151,3,2,134
OG0020762,0,8,0,0,11
OG0020763,1,24,0,1,25
OG0020764,1,258,4,3,223
OG0020765,0,7,0,0,15
OG0020766,0,24,0,0,36
OG0020767,0,57,0,1,84
OG0020768,0,24,0,0,28
OG0020769,0,82,0,2,105
OG0020770,0,34,1,0,23
OG0020771,0,0,0,0,9
OG0020772,0,28.676,12,0,0
OG0020773,2,87,0,2,77
OG0020774,0,19,0,0,23
OG0020775,11,2.014,20,17,0
OG0020776,0,7,0,0,24
OG0020777,0,32,0,0,49
OG0020778,0,0,29,0,0
OG0020779,0,6,1,0,6
OG0020780,0,11,0,0,19
OG0020781,1,23.566,0,0.998,18.928
OG0020782,0,24,0,0,17.509
OG0020783,0,14.098,0,0,17.38
OG0020784,1,0,0,0,51
OG0020785,0,23.673,1,1,39
OG0020786,1,16,0,0,11
OG0020787,0,11,0,0,21
OG0020788,1,16,0,1,29
OG0020789,1,91,0,0,130
OG0020790,0,99,0,0,100
OG0020791,1,0,1,39,5
OG0020792,0,10,0,0,17
OG0020793,0,20,0,0,28
OG0020794,1,30,1,1,27
OG0020795,3,0,5,0,0
OG0020796,0,13,0,3,25
OG0020797,0,7,0,0,9
OG0020798,0,5.882,0,1,20.78
OG0020799,0,60,0,0,48
OG0020800,0,62,0,0,36
OG0020801,0,0,0,0,6
OG0020802,1,0,47.006,1,0
OG0020803,0,49,0,0,40
OG0020804,0,154,2,0,127
OG0020805,1,0,2.002,4,0
OG0020806,1,0,0,0,19
OG0020807,0,10,0,0,11
OG0020808,0,125,3,3,183
OG0020809,0,20,0,0,16
OG0020810,0,474,3,4,463
OG0020811,3,1,0,0,70
OG0020812,0,12.513,0,0,5
OG0020813,2,0,36,3,0
OG0020814,0,190,1,0,294.81
OG0020815,0,16,0,0,11
OG0020816,0,58,1,1,48
OG0020817,0,37,0,2,36
OG0020818,0,16,0,0,17
OG0020819,0,30,0,1,0
OG0020820,0,374,1,3,476
OG0020821,4,0,3,0,0
OG0020822,1,0,0,0,82
OG0020823,0,24.933,0,0,42
OG0020824,0,103,0,2,91.617
OG0020825,1,71,0,0,125
OG0020826,0,47,1,0,52
OG0020827,0,75,0,0,74
OG0020828,0,18,0,0,22
OG0020829,0,22.103,0,0,24
OG0020830,1,524.041,2,10,560.521
OG0020831,0,24,0,0,38.867
OG0020832,0,51.454,0,0,34.778
OG0020833,2,0,0,3,1
OG0020834,1,0,13,0,0
OG0020835,0,46,0,0,45
OG0020836,0,11.488,0,2,16.615
OG0020837,0,45.86,0,0,60.125
OG0020838,0,33,0,2,35.779
OG0020839,5,5,3,0,1
OG0020840,0,1,32,1,0
OG0020841,0,43.005,0,0,22.998
OG0020842,0,1,0,0,11
OG0020843,108,33,134.002,218,0
OG0020844,0,33,0,0,26
OG0020845,1,88,0,1,88
OG0020846,0,11,0,0,13
OG0020847,7,2,3,2,0
OG0020848,0,42,0,0,61
OG0020849,0,31,0,0,64
OG0020850,0,9,2,0,17
OG0020851,0,63,0,4,67
OG0020852,2,2,0,0,27
OG0020853,0,28,0,0,38
OG0020854,0,50,0,0,52
OG0020855,0,82,0,0,68
OG0020856,0,3,0,0,8
OG0020857,0,5.452,0,0,5.109
OG0020858,0,4.261,0,0,2.93
OG0020859,0,201,2,2,200
OG0020860,5,2,0,0,51
OG0020861,0,78,1,3,131
OG0020862,0,350,4,2,318
OG0020863,2,0,9,2,28.008
OG0020864,1,0,15,2,0
OG0020865,208.029,140,170,153,56
OG0020866,0,65,1,0,88
OG0020867,0,9,0,0,14
OG0020868,0,79,0,0,165
OG0020869,0,8,0,1,15
OG0020870,0,41,1,0,63
OG0020871,4,3,0,1,111
OG0020872,0,75.992,0,0,106
OG0020873,0,26,0,0,17
OG0020874,0,114,0,0,128
OG0020875,13,10,29,22,0
OG0020876,0,22.87,0,0,36.682
OG0020877,0,13.076,1,0,30
OG0020878,0,6,0,1,19
OG0020879,42,3,1,8,2
OG0020880,0,114.735,1,1,106.49
OG0020881,0,64,0,1,93
OG0020882,0,15,0,0,19
OG0020883,0,50,0,0,50
OG0020884,0,16,0,0,21
OG0020885,0,85,1,2,121
OG0020886,0,0,14,1,0
OG0020887,0,169.998,1,0,165.624
OG0020888,0,37,0,0,57
OG0020889,0,9,0,0,9
OG0020890,0,43.994,0,0,37.888
OG0020891,0,6.938,0,0,13.971
OG0020892,0,132,1,0,120
OG0020893,0,32,0,1,17
OG0020894,0,202.579,2,0,233.226
OG0020895,0,79,0,0,76
OG0020896,30,172,44,45,30
OG0020897,0,4.593,0,0,14.018
OG0020898,0,23,0,0,19
OG0020899,0,90.455,1,1,95.998
OG0020900,0,9,0,1,28
OG0020901,1,0,12,0,0
OG0020902,3,0,51,2,0
OG0020903,0,32,0,1,19
OG0020904,0,23,1,0,30
OG0020905,0,24,0,0,23
OG0020906,7,0,2,0,1
OG0020907,0,3.02,0,0,17.954
OG0020908,0,0,0,0,7
OG0020909,0,1,0,0,21
OG0020910,0,42,0,0,40
OG0020911,26,17,21,30,2
OG0020912,3,4,0,1,1
OG0020913,1,1,0,1,16
OG0020914,0,0,19,2,0
OG0020915,0,6.872,0,0,18.942
OG0020916,2,0,0,2,37
OG0020917,0,20,0,0,32
OG0020918,2,0,29,1,0
OG0020919,0,7.401,0,0,4.539
OG0020920,0,16.599,0,0,29.461
OG0020921,1,28,0,0,36
OG0020922,2,221,2,3,260.079
OG0020923,0,20,0,0,20
OG0020924,0,11,0,0,8
OG0020925,0,44,0,0,78.125
OG0020926,1,57,1,1,46
OG0020927,0,41,0,0,46
OG0020928,0,14,0,1,31
OG0020929,0,0,0,0,6
OG0020930,0,19,0,0,24
OG0020931,0,112,1,0,113
OG0020932,2,2,2,0,2
OG0020933,0,53,0,1,50
OG0020934,0,34,0,0,35
OG0020935,0,10,0,0,15
OG0020936,7,1,0,0,14
OG0020937,0,15,0,0,8
OG0020938,0,19,0,1,28
OG0020939,3,0,0,1,28
OG0020940,0,21,0,0,19
OG0020941,13,1,11,7,0
OG0020942,0,6.321,0,1,8.171
OG0020943,0,12,0,0,26
OG0020944,0,16,0,0,10
OG0020945,0,69,0,0,85
OG0020946,5,1,0,0,82
OG0020947,11,3,11.001,8,0
OG0020949,0,7,0,0,16
OG0020950,32.007,6.001,37,32,4
OG0020951,0,3,0,0,5
OG0020952,0,31,0,1,18
OG0020953,7,1,0,0,32
OG0020954,0,3,0,0,9
OG0020955,0,16,1,0,15
OG0020956,0,9,0,0,19
OG0020957,0,12,0,0,14
OG0020958,0,6.998,0,0,11.825
OG0020959,0,57,0,1,70
OG0020960,0,0,5,0,0
OG0020961,0,15,1,0,21
OG0020962,2276.501,209.927,1474.559,899.391,2
OG0020963,25,9,23,44,0
OG0020964,0,53,0,1,31
OG0020965,0,14.12,0,1,11.264
OG0020966,0,11,0,0,17.752
OG0020967,0,77.142,0,1,68.954
OG0020968,1,10,0,0,15
OG0020969,0,26,0,2,41
OG0020970,0,0,0,0,7
OG0020971,0,140.791,0,0,159
OG0020972,0,15,1,1,17
OG0020973,0,19,0,0,27
OG0020974,0,83.774,2,2,91.814
OG0020975,0,31.781,0,0,39.42
OG0020976,0,11,0,2,22.991
OG0020977,0,0,20,0,0
OG0020978,0,399.065,2,1,489.024
OG0020979,3,0,1,0,1
OG0020980,0,40,0,2,73
OG0020981,0,14,0,0,9
OG0020982,0,18,0,0,11
OG0020983,0,345.939,1,2,381.787
OG0020984,29,121,32,32,142
OG0020985,0,10,0,0,22
OG0020986,0,29,0,0,49
OG0020987,0,50,0,0,40
OG0020988,0,35,0,0,42.893
OG0020989,0,131,0,0,141
OG0020990,0,1,0,0,4
OG0020991,0,42,0,1,51.003
OG0020992,0,29,0,1,46
OG0020993,0,47,1,0,74
OG0020994,0,77.931,0,3,108
OG0020995,0,263,1,2,331
OG0020996,0,19,1,1,32
OG0020997,0,2,0,0,4
OG0020998,349.44,85,341,412,72
OG0020999,0,94.68,0,3.055,108.434
OG0021000,0,9,0,1,17
OG0021001,0,65,0,0,48
OG0021002,0,53,0,0,75
OG0021003,0,5,0,0,10
OG0021004,0,8,0,0,7
OG0021005,161,47,71,222.009,26
OG0021006,0,10,1,0,20
OG0021007,0,29,0,0,15
OG0021008,0,17,0,0,30
OG0021009,0,22,0,0,22
OG0021010,0,21.627,0,0,36
OG0021011,0,12,0,0,11
OG0021012,0,76,0,0,49
OG0021013,0,98.78,1,1,114
OG0021014,0,315.999,1,1,324
OG0021015,1,0,0,0,39.814
OG0021016,0,6,0,0,3
OG0021017,0,31,0,0,37
OG0021018,9,3,11,14,0
OG0021019,0,110.896,0,0,133
OG0021020,0,0,17.866,0,0
OG0021021,0,13,0,0,8
OG0021022,0,29.195,0,0,34.991
OG0021023,0,41,0,0,34
OG0021024,0,41,0,1,40.605
OG0021025,97,81,154,255,25
OG0021026,0,67.968,0,0,65
OG0021027,0,45,0,0,60
OG0021028,0,54.701,0,1,69.544
OG0021029,0,25,0,0,18
OG0021030,0,8,0,1,19
OG0021031,6,33,1,40,14
OG0021032,0,35.009,0,3,40
OG0021034,0,10,0,0,10
OG0021035,111,433,135.053,96,273
OG0021036,0,117,1,1,135
OG0021037,6,6,5,0,0
OG0021038,0,11,0,0,19
OG0021039,0,3.681,0,0,4.579
OG0021040,0,71,0,0,97
OG0021041,0,5,0,0,6
OG0021042,25,190.988,81,10,202
OG0021043,0,5,0,1,17
OG0021044,0,199.999,0,0,274.247
OG0021045,0,15,0,0,26
OG0021046,0,2,2,0,3
OG0021047,0,4,1,0,9
OG0021048,34.904,2.282,21.978,27.925,0
OG0021049,0,80,2,1,101
OG0021050,0,25,0,0,44
OG0021051,0,199.163,2,3,227.639
OG0021052,0,6,0,0,7
OG0021053,0,39,0,0,56
OG0021054,0,4,0,0,8
OG0021055,35,10,20,40,0
OG0021056,0,23,1,0,41
OG0021057,5,0,19,0,2
OG0021058,0,108,1,0,151
OG0021059,0,69,0,3,81
OG0021060,1,17,0,0,30
OG0021061,2,0,0,0,55.001
OG0021062,0,36,0,2,47
OG0021063,3,0,5,2,0
OG0021064,0,187,1,1,0
OG0021065,0,41,0,0,50
OG0021066,0,4,0,0,7
OG0021067,0,0,0,0,8
OG0021068,0,0,0,0,7
OG0021069,0,53,0,0,55
OG0021070,0,11,0,0,14
OG0021071,0,258,1,4,372
OG0021072,21,2,104,47,1
OG0021073,0,83.383,0,0,95.975
OG0021074,0,53,1,3,59
OG0021075,0,50,0,0,72
OG0021076,0,38.597,2,1,41.987
OG0021077,0,0,35,2,1
OG0021078,0,102.001,0,2,125
OG0021079,0,90,0,0,114
OG0021080,0,98,1,1,102
OG0021081,0,48.039,0,0,49.328
OG0021082,0,9,0,0,18
OG0021083,3,0,1,1,34
OG0021084,0,15,0,0,16
OG0021085,27,5,35,54,1
OG0021086,0,50.404,1,1,62
OG0021087,0,43,0,2,67
OG0021088,0,0,18,2,0
OG0021089,5,0,55,1,0
OG0021090,1,0,71,5,0
OG0021091,0,23,0,0,16
OG0021092,0,152.991,0,4,178
OG0021093,0,17,0,0,29
OG0021094,0,59,0,2,74
OG0021095,0,58,0,0,78
OG0021096,0,0,0,1,9
OG0021097,141,110,124,72,52.997
OG0021098,0,0,0,0,19.645
OG0021099,0,60,0,0,64
OG0021100,0,20,0,0,20
OG0021101,0,412,2,11,591
OG0021102,0,137.526,1,1.999,189.328
OG0021103,0,25,0,0,28.97
OG0021104,0,31,0,1,37
OG0021105,0,10,0,0,16
OG0021106,1,68,2,2,73
OG0021107,0,6,0,0,8.588
OG0021108,0,30,0,0,26
OG0021109,30,149,33,35,261
OG0021110,0,9,0,0,18
OG0021111,0,20,0,0,22
OG0021112,2,3,5,4,1
OG0021113,0,52,2,0,47
OG0021114,7,0,12,0,2
OG0021115,0,77,0,0,85
OG0021116,0,22,0,0,30
OG0021117,0,51,0,0,61
OG0021118,0,15,0,2,35
OG0021119,0,5.061,0,0,1
OG0021120,0,109,3,0,130
OG0021121,0,76,0,2,93
OG0021122,36,4,45,28,0
OG0021123,0,89,0,0,61
OG0021125,0,29,0,0,51.923
OG0021126,0,1,39,1,0
OG0021127,0,20,0,0,43
OG0021128,0,38,2,0,47
OG0021129,1,385,2,6,396.621
OG0021130,75,9,42,91.016,0
OG0021131,116,23,117,177,47
OG0021132,0,11,0,0,19
OG0021133,0,0,5,1,0
OG0021134,0,16.683,0,0,20.253
OG0021135,0,10,29.009,24,0
OG0021136,0,11.822,0,0,54.979
OG0021137,3,1,0,0,55
OG0021138,127,29,131,166.001,0
OG0021139,0,181,1,3,314.005
OG0021140,0,22.894,0,0,40.458
OG0021141,1,194.634,2,0,252
OG0021142,0,17,0,0,14
OG0021143,0,44,0,0,50
OG0021144,1,350,3,5,407.793
OG0021145,0,13.813,0,0,31
OG0021146,0,31.497,1,1,23.825
OG0021147,0,22,0,0,26
OG0021148,0,15.218,0,0,16.21
OG0021149,1,55,0,1,87.036
OG0021150,0,16,0,0,13.006
OG0021151,94,17,91,120,0
OG0021152,0,6,0,0,16
OG0021153,3,0,1,1,0
OG0021154,0,29,0,0,17
OG0021155,0,28.781,0,0,25.855
OG0021156,19,111,28,32.001,131
OG0021157,0,23,0,0,34
OG0021158,1,0,0,0,21.162
OG0021159,0,12,0,0,7
OG0021160,8,5,0,7,1
OG0021161,0,57,0,1,49
OG0021162,0,15,1,0,8
OG0021163,0,4,0,0,3
OG0021164,0,3.385,0,0,5.737
OG0021165,5,0,2,0,40
OG0021166,0,39.835,0,1,87
OG0021167,0,10,0,0,13
OG0021168,0,5.809,0,0,4.762
OG0021169,0,0,11,0,0
OG0021170,0,9,0,0,7
OG0021171,0,14,0,0,19
OG0021172,0,11,0,0,21
OG0021173,0,136,0,2,232
OG0021174,0,7,0,0,9
OG0021175,0,19,0,0,20
OG0021176,0,110,0,2,176
OG0021177,0,12,0,0,11
OG0021178,25,20,29,13,20
OG0021179,1,433.84,0,5,398
OG0021180,0,52.996,0,1,59
OG0021181,0,44,4,1,61
OG0021182,0,128.175,0,0,107.239
OG0021183,0,22.604,0,0,26.644
OG0021184,0,21.008,1,1,16.673
OG0021185,0,46,0,0,74
OG0021186,0,75,1,0,82
OG0021187,0,141,0,0,172
OG0021188,26,12,10,1,0
OG0021189,0,0,0,0,36
OG0021190,0,267,1,4,309.697
OG0021191,0,217,2,4,229
OG0021192,0,42,0,0,37
OG0021193,0,38,0,0,52.184
OG0021194,0,3.959,0,0,4.967
OG0021195,0,83,0,2,92
OG0021196,0,53,0,0,58
OG0021197,5,2,1,1,26
OG0021198,0,8.601,0,0,13
OG0021199,0,5,0,0,2
OG0021200,0,21,0,0,16
OG0021201,0,36,0,1,21.004
OG0021202,46.8,5,43,70,0
OG0021203,0,144,0,1,187
OG0021204,0,23,0,0,29
OG0021205,2,1,0,2,56
OG0021206,0,13,1,0,15
OG0021207,0,16.567,0,2,32.049
OG0021208,0,53.948,1,0,25
OG0021209,42,10,38,49,0
OG0021210,0,102,0,0,136
OG0021211,0,51.936,0,0,71.852
OG0021212,1,26,0,0,29
OG0021213,7,2,1,0,0
OG0021214,0,78,0,1,96.999
OG0021215,0,36,0,0,40
OG0021216,97,36,55,37,22
OG0021217,228.002,655.218,140.65,174,109.595
OG0021218,0,62,0,0,55
OG0021219,4,0,2,1,36
OG0021220,326,288,335,382,208
OG0021221,0,108,1,0,44
OG0021222,0,18,0,1,28
OG0021223,74.182,17,76,75.013,0
OG0021224,0,0,25.649,0,0
OG0021225,0,27,0,0,17
OG0021226,272,54,175,450,146
OG0021227,0,153.98,0,0,141.76
OG0021228,0,215,1,2,205
OG0021229,0,41,0,1,41.227
OG0021230,0,3.003,0,0,16.766
OG0021231,17,9,21,24,3
OG0021232,0,71.356,1,2,82
OG0021233,0,0,0,0,43
OG0021234,0,79,0,0,64
OG0021235,0,46.007,0,0,46
OG0021236,29,12,38,44,0
OG0021238,0,53.161,0,0,64
OG0021239,55.002,86,57,85,108
OG0021240,0,44.286,0,0,64.541
OG0021241,0,325,2,4,293
OG0021242,0,45,2,1,67
OG0021243,0,249,0,1,252
OG0021244,7,0,6,0,1
OG0021245,1,0,1,0,41
OG0021246,1,134,1,3,222
OG0021247,0,76.514,2,1,72.336
OG0021248,0,68,0,0,102
OG0021249,0,14,0,0,15
OG0021250,0,79,0,0,76
OG0021251,0,12.106,0,0,16
OG0021252,0,9.366,0,0,14.975
OG0021253,0,61,0,0,70
OG0021254,0,162,1,3,169.011
OG0021255,0,33,0,0,65
OG0021256,0,57.987,0,0,76.981
OG0021257,0,86,0,0,89
OG0021258,0,2,0,0,4
OG0021259,0,49,0,1,59
OG0021260,3,0,0,0,54
OG0021261,0,122,0,1,129
OG0021262,0,167.999,2.999,1,216.701
OG0021263,0,41,0,0,48
OG0021264,0,1,0,0,6
OG0021265,1,118,0,0,137.26
OG0021266,1,172.598,1,0,189
OG0021267,136,28,148.075,135.97,0
OG0021268,0,167,0,3,140
OG0021269,0,0,0,0,42
OG0021270,0,21.343,0,0,27
OG0021271,0,16,0,0,19.984
OG0021272,0,0,9,2,0
OG0021273,0,13,0,0,7
OG0021274,1,1,1,0,37
OG0021275,0,35,0,0,36
OG0021276,87.005,641.94,107,119.998,672.853
OG0021277,0,45,1,0,159
OG0021278,0,0,47,3,0
OG0021279,0,0,42,0,0
OG0021280,0,82.693,2,6,70.884
OG0021281,58.05,13,52.015,96,0
OG0021282,0,99.372,1,1,112.036
OG0021283,0,0,0,0,7
OG0021284,0,287,1,2,253
OG0021285,0,14,1,0,20
OG0021286,0,71,0,0,66
OG0021287,1,1,1,0,50
OG0021288,0,32,1,0,73.994
OG0021289,0,134,0,1,196
OG0021290,0,38,0,2,26
OG0021291,0,62,1,1,70.07
OG0021292,0,52.188,0,3,0
OG0021293,10,37.251,24,17,39
OG0021294,0,40,0,0,47
OG0021295,0,18.518,1,2,14.994
OG0021296,11,0,70.508,6,0
OG0021297,1,149,4,5,161
OG0021298,2,0,0,0,22.951
OG0021299,0,10.758,1,1,8.327
OG0021300,1,138,2,0,234
OG0021301,0,25,0,0,27
OG0021302,0,33,0,0,54.987
OG0021303,0,52,0,1,65
OG0021304,0,274,2,2,282
OG0021305,0,7,0,0,8
OG0021306,0,16,0,0,17
OG0021307,21,132,21,30,164
OG0021308,1,21.522,1,0,19.257
OG0021309,0,68.995,0,1,84
OG0021310,0,0,20,0,0
OG0021311,0,39,0,0,52
OG0021312,0,22.947,1,0,25.659
OG0021313,0,80.321,1,0,105.108
OG0021314,0,41,0,0,49
OG0021315,0,37,0,0,30
OG0021316,0,0,0,1,16
OG0021317,0,44,0,1,46
OG0021318,0,64,0,0,54
OG0021319,77.003,11,89,103,0
OG0021320,0,40.014,0,0,64.021
OG0021321,0,38,0,0,37
OG0021322,1,40,0,3,47.531
OG0021323,0,17,0,0,12
OG0021324,106,16,82,116,22.048
OG0021325,0,67,0,1,90
OG0021326,0,18,0,0,19
OG0021327,0,305.132,3,1,301.179
OG0021328,0,13,0,0,26
OG0021329,6,0,1,0,48
OG0021330,53,12,43,60.442,0
OG0021331,1,344.884,1,2,365.457
OG0021332,0,22,0,0,15
OG0021333,0,49.85,0,0,39.272
OG0021334,0,11.739,1,0,7.07
OG0021335,0,0,24,2,1
OG0021336,0,76,1,1,95
OG0021337,67,65,58,56,53
OG0021338,0,26,1,0,19
OG0021339,0,0,0,0,14
OG0021340,0,30,2,0,71
OG0021341,0,107,0,0,102.454
OG0021342,0,44.005,0,1,63.463
OG0021343,0,31.013,0,0,15.293
OG0021344,0,24,0,0,14
OG0021345,0,0,0,0,13
OG0021346,4,2,0,0,21
OG0021347,5,3,4,1,1
OG0021348,0,69.414,1,3,99
OG0021349,0,158.849,1,1,220.903
OG0021350,1,2,0,0,26
OG0021351,10,0,1,0,2
OG0021352,0,14,0,0,13
OG0021353,0,6,0,0,6
OG0021354,0,10.803,0,0,13.49
OG0021355,1,95.307,0,2,152.1
OG0021356,1,3,0,0,63
OG0021357,0,168,0,3,225
OG0021358,1,0,0,0,50.001
OG0021359,0,206.001,1,3,245
OG0021360,0,252,0,2,199
OG0021361,0,94,0,1,110
OG0021362,16,47.053,10,8,10
OG0021363,0,43,0,0,60
OG0021364,31,3,36.023,46,0
OG0021365,0,165.838,2,0,131.999
OG0021366,0,18.995,0,0,20.64
OG0021367,0,251.006,0,4,294.007
OG0021368,0,12,0,0,15
OG0021369,0,13,0,0,16
OG0021370,0,33,0,1,42
OG0021371,0,0,0,0,6
OG0021372,8,0,1,100,38
OG0021373,203,544,321,103,422
OG0021374,0,9,0,0,14
OG0021375,0,28.55,0,0,35.916
OG0021376,0,55,1,0,68
OG0021377,0,9,0,0,8
OG0021378,0,2,0,0,8
OG0021379,2,0,1,0,49.001
OG0021380,0,0,2,0,22
OG0021381,0,27,0,0,63
OG0021382,0,29.743,1,0,26.329
OG0021383,0,35,0,0,43
OG0021384,0,47,0,0,46
OG0021385,1,111,2,2,145
OG0021386,0,16,0,0,18
OG0021387,0,0,34,0,0
OG0021388,0,17,0,0,29
OG0021389,0,10,1,0,8.865
OG0021390,52,63,36,18,11
OG0021391,0,52,0,0,48
OG0021392,0,81,2,0,134
OG0021393,2,11,0,4,2
OG0021394,0,0,0,0,81.357
OG0021395,0,2,0,0,2
OG0021396,0,8,0,0,15.186
OG0021397,0,37,0,0,27
OG0021398,0,5,0,0,1
OG0021399,0,105.037,0,1,114.917
OG0021400,1,0,0,1,20
OG0021401,0,48,0,1,86
OG0021402,0,21,0,0,9
OG0021403,2,0,0,1,47
OG0021404,0,51,0,0,69
OG0021405,64,15,52,55,0
OG0021406,0,194,1,4,168
OG0021407,0,108,0,0,137
OG0021408,1,19,0,1,28
OG0021409,0,314,3,1,379
OG0021410,0,70.91,0,2,74.365
OG0021411,18,4,15,32,0
OG0021412,0,70,0,1,79
OG0021413,0,1,0,0,6
OG0021414,0,25,0,0,15
OG0021415,0,109,0,2,220
OG0021416,0,103,0,1,144.029
OG0021417,47,75,58,31,44
OG0021418,2,4,0,0,51.001
OG0021419,0,19,0,0,32
OG0021420,0,36.405,0,2,32
OG0021421,0,13.002,0,0,77.685
OG0021422,21,3,20,25,0
OG0021423,4,0,8,0,1
OG0021424,0,20,0,0,23
OG0021425,0,123,0,1,147
OG0021426,19,1,8,8,0
OG0021427,0,54,1,2,71
OG0021428,0,51,4,2,48
OG0021429,0,76.018,0,1,90.005
OG0021430,0,143.79,0,2,126.647
OG0021431,14,1,2,0,0
OG0021432,0,36.207,0,0,48.57
OG0021433,0,100,1,2,121
OG0021434,28.005,4,31,28,0
OG0021435,0,19,0,0,10
OG0021436,0,60,0,2,59
OG0021437,0,61,0,1,99
OG0021438,0,23,0,0,62
OG0021439,0,59,0,0,55
OG0021440,63,4,46,62,0
OG0021441,171,141,145,177,105
OG0021442,0,76.881,0,0,75
OG0021443,0,16,0,0,26
OG0021444,0,133,0,0,140.996
OG0021445,0,41,0,0,43
OG0021446,24.972,1,29,24,0
OG0021447,0,161,2,0,191
OG0021448,61,128,75,79,100
OG0021449,2,0,0,0,48.735
OG0021450,0,45.721,0,0,81.321
OG0021451,53,18,49.004,86,1
OG0021452,2,0,0,0,47
OG0021453,0,17.468,1,0,9.043
OG0021454,0,16,0,0,33
OG0021455,0,57,1,0,71
OG0021456,0,72,0,0,101
OG0021457,0,13,0,0,27
OG0021458,0,11,0,1,10
OG0021459,0,170.03,0,2.999,168.763
OG0021460,0,0,33,3,0
