OG,Cnat_1,Cnat_2,Cnat_3,Cnat_4,Cnat_5
OG0024602,0,354.945,1,4,379.991
OG0024603,25,3,16,25,0
OG0024604,0,79.947,3,1,96.01
OG0024605,0,206.138,0,4,293.97
OG0024606,30,62,31,29,34
OG0024607,0,119,1,3,88
OG0024608,118,102,109,74.006,1760.962
OG0024609,63,12,66,21,2
OG0024610,1,625.898,3,5,836.313
OG0024611,0,104.003,0,3,166.519
OG0024612,0,37.912,0,0,35.166
OG0024613,149.623,105,167,96,63
OG0024614,93,22,102,135,0
OG0024615,0,121.239,0,2,147.762
OG0024616,0,30,0,1,23
OG0024617,0,37,3,0,64
OG0024618,0,71,1,0,64
OG0024619,0,41,0,0,22
OG0024620,0,43,0,0,51.199
OG0024621,177.286,66.132,79.981,91.06,25
OG0024622,45,7,38,38,1
OG0024623,0,154,1,2,187.153
OG0024624,220,28,219,207,0
OG0024625,52.484,27,50,15,47
OG0024626,0,378,4,6,346
OG0024627,112.724,18,109.01,96.061,0
OG0024628,0,21,0,0,37
OG0024629,0,8.786,1,0,14.1
OG0024630,0,90.268,0,1,143
OG0024631,12,33,32,22,5
OG0024632,24,6,21,25,0
OG0024633,43,96,93,42,10
OG0024634,0,17,0,0,45.999
OG0024635,341,852,563,226,232.51
OG0024636,42,5.742,1514.992,59.001,1.011
OG0024637,0,4,0,0,7
OG0024638,0,60,0,0,42
OG0024639,62,84,103,50,19
OG0024640,0,20,0,1,39.01
OG0024641,34,5,155,25,0
OG0024642,93,37,66,22,1
OG0024643,205.993,309,230,99,33
OG0024644,1,953,5,7,868
OG0024645,0,320,2,4,350.953
OG0024647,0,0,0,0,67
OG0024648,0,150,2,0,174
OG0024649,0,161.817,1,2,217.588
OG0024650,222,27,286,268,0
OG0024651,22,38,7,15,27
OG0024652,24,8,23,12,2
OG0024653,20,47,33,19,18
OG0024654,5,8,7,3,1
OG0024655,307.003,133,222.105,89.999,122
OG0024656,0,76.382,0,0,23.811
OG0024657,0,29.999,0,1,36.997
OG0024658,190,51,119,160.4,1
OG0024659,69,29.994,100,55,0
OG0024660,26,16,22,11,4
OG0024661,17,4,361,14,0
OG0024662,788,923,728.505,918,851
OG0024663,0,69,3,2,115
OG0024664,0,81,0,0,121.644
OG0024665,232,169.492,187,155,193
OG0024666,101,103,83,54,95
OG0024667,199.907,35,215,233.003,0
OG0024668,19,6,26,30,0
OG0024670,21,8,32,34,0
OG0024671,22,34,35,17,20
OG0024672,0,43,0,1,48
OG0024673,0,15,0,0,17
OG0024674,0,195,0,0,257
OG0024675,0,56,0,0,81
OG0024676,2312.009,934,3306,853,279
OG0024677,127.031,31,177.703,200.597,0
OG0024678,422.244,69,385,594,1
OG0024679,255,254,211,227,81
OG0024680,0,117,1,0,147
OG0024681,0,438.926,1,4,572.413
OG0024682,0,457,5,8,601.953
OG0024683,0,23,0,0,10
OG0024684,7,0,0,0,85
OG0024685,0,213.248,2,10,310.334
OG0024686,399,62,393.232,488.158,0
OG0024687,0,158.715,0,3,211
OG0024688,2,184,0,1,158
OG0024689,0,53.298,0,2,64
OG0024690,142.99,21.996,109,136.993,0
OG0024691,2,886.804,4,11,946.606
OG0024692,53,55,71,29,4
OG0024693,0,248.203,2,1,319.951
OG0024694,193.676,22.048,198.303,259.427,0
OG0024695,0,22.737,0,0,52
OG0024696,0,95,0,3,113.591
OG0024697,11,1,2,1,189.024
OG0024698,19,96.006,29,2,8
OG0024699,1,414.949,4,6.003,623.41
OG0024700,30,7,43,37,0
OG0024701,1,498,4,3,640.926
OG0024702,0,34.596,0,2,29.907
OG0024703,33.96,11,22,12,1
OG0024704,205,158,205,138,66
OG0024705,428,364,395.047,447.413,126
OG0024706,30,63,120,49,86
OG0024707,41,11,61,56,0
OG0024708,119.983,18,46,64.989,0
OG0024709,283,70,349,450.001,1
OG0024710,278,246,300,228,83
OG0024711,200.001,106,226.266,122,18
OG0024712,301,236.381,331.014,169,59
OG0024713,0,0,0,2,0
OG0024714,0,30,1,0,56
OG0024715,75,184,49,38,9
OG0024716,0,79,0,0,55
OG0024717,1,201,3,4,294.323
OG0024718,0,4,0,0,6
OG0024719,198,315,180,81,167
OG0024720,0,62,0,0,74
OG0024721,0,59.612,1,0,87.289
OG0024722,46,14,47,23,10
OG0024723,0,6.761,0,0,23.053
OG0024724,234,248,279,372,71
OG0024725,19,2,20,32,0
OG0024726,175,82,97,68,42
OG0024727,0,177.032,0,1,189
OG0024728,0,88,0,0,96
OG0024729,421,310,394.147,490.074,290
OG0024730,0,40.659,0,3,68.901
OG0024731,0,222,3,2,290.003
OG0024732,455.011,503,528.377,339,331.225
OG0024733,57,26,81,37,9
OG0024734,38,194,81,33,13
OG0024735,10,2,17,9,0
OG0024736,1,43,1,2,48.01
OG0024737,0,4,0,0,11
OG0024738,27,1,30.164,31,0
OG0024739,0,6,0,0,3
OG0024740,0,270.97,64.437,4,323
OG0024741,0,36.228,0,0,52.842
OG0024742,0,0,28,1,0
OG0024743,682.999,389,579,355,169
OG0024744,1,548.991,2,3,1008.886
OG0024745,234,150,81.024,34,79
OG0024746,157,54,94,120.004,81
OG0024747,0,40,0,1,59
OG0024748,2,0,1,0,47
OG0024749,0,74,3,2,95.815
OG0024750,1,45.257,0,0,59
OG0024751,0,46.249,0,0,37.183
OG0024752,190,224.308,255,109,33
OG0024753,0,88,1,2,148
OG0024754,0,398.092,1,3,432
OG0024755,152,51,140,42,16
OG0024756,0,204.47,0,5,241
OG0024757,0,118.126,0,0,136.691
OG0024758,99.005,17.002,89,135.027,0
OG0024759,0,173,3,3,224
OG0024760,192,148,198,93,28
OG0024761,0,3.113,0.997,3,12.928
OG0024762,0,152,0,0,236
OG0024763,77.018,12,82.516,111.998,0
OG0024764,90.125,18.573,91.524,99.903,4.703
OG0024765,0,25.827,1,0,21.937
OG0024766,1,136.049,2,0,123.729
OG0024767,169,32.342,168,213,10.364
OG0024768,39,1,36,12,0
OG0024769,1,176,0,0,192
OG0024770,0,19.19,0,1,51.19
OG0024771,1,162,1,0,216
OG0024772,0,3,0,0,4
OG0024773,80,53,104,65,16
OG0024774,0,67,0,1,77
OG0024775,0,188.624,3,2.002,208.083
OG0024776,3,708,17,15.127,1092.648
OG0024777,115,28,185.652,200.715,0
OG0024779,0,1054,5,4,1285.896
OG0024780,62.006,7,69,3,13
OG0024781,0,62.847,0,1,52.96
OG0024782,200,93,163,224,58
OG0024783,0,8,0,1,3
OG0024784,0,50.804,0,0,72
OG0024785,0,27.98,0,1,41.058
OG0024786,0,472.156,1,2,449.63
OG0024787,28,83,28,22,21
OG0024788,46,7,63,60,0
OG0024790,211,79,111,92,31
OG0024791,0,167,1,2,210
OG0024792,0,127,2,1,240
OG0024793,261,72.637,286,461.513,0
OG0024794,0,0,0,0,16.999
OG0024795,0,149,0,5,117
OG0024796,40,41,27,19,30
OG0024797,7,15,14,5,18
OG0024798,2,390,1,6,408.99
OG0024799,0,0,0,0,13.156
OG0024800,20,17,9,14,5
OG0024801,1,138,2,0,175
OG0024802,30,7,28.998,35.998,0
OG0024803,34,29.987,29,16,36
OG0024804,257.757,67,246,139,1
OG0024805,0,214.013,0,6,273
OG0024806,104,62,104,84,19
OG0024807,64,13,65,70,0
OG0024808,0,271.052,0,2,270.409
OG0024809,85.405,21,92.065,97.54,0
OG0024810,1,316,0,7,316.958
OG0024811,120,79.002,94,91,14
OG0024812,0,241,0,0,345
OG0024813,110,107,90,88,33
OG0024814,0,107,1,2,162
OG0024815,22,1,21,18.994,0
OG0024816,140.776,63,116,103,61
OG0024817,78,27,49,25,19
OG0024818,1,97.811,1,0,247.788
OG0024819,0,2511.636,13.883,30.132,2839.131
OG0024820,31,75.985,67.001,97,100
OG0024821,0,18,1,0,20
OG0024822,101,87,96,50,260
OG0024823,0,41,1,0,50
OG0024824,11,32,9,8,51
OG0024825,81,60,78,58,26
OG0024826,8,44.696,7,3,10.451
OG0024827,78,64,88,52,10
OG0024828,13,12,6,3,0
OG0024829,0,1160,2,10,1236
OG0024830,0,704,8,0,160
OG0024831,362.77,548,450,254,92
OG0024832,154,84,166,102,40
OG0024833,1,217,1,0,320
OG0024834,1,1,36,2,0
OG0024835,0,26,0,0,32
OG0024836,0,725.003,5,8,788.007
OG0024837,282,46,246,376,0
OG0024838,28,12,12,8,11
OG0024839,57,15,56,53.001,0
OG0024840,0,496.784,0,14,520.115
OG0024841,0,122,1,3,173
OG0024842,0,533,3,7,644
OG0024843,41.005,5,26.624,52.83,0.981
OG0024844,73,78,93,58.005,16
OG0024846,91.429,44.001,86.993,51.224,44
OG0024847,1063.002,595.006,890,707,618.009
OG0024848,9,25,15,21.024,3
OG0024850,2,0,0,0,69
OG0024851,0,33.268,0,0,74.372
OG0024852,0,88,1,2,148
OG0024853,444.084,242.192,551,552.955,216
OG0024854,0,2,0,0,0
OG0024855,136,10,118,141,0
OG0024856,140,61.027,218.744,74,17
OG0024857,733.938,890.404,1084.959,742.526,712.155
OG0024858,45,2,34.559,18.991,0
OG0024859,0,37,0,0,41
OG0024860,0,31.305,0,0,45.864
OG0024861,274.996,100.999,209,173,116
OG0024862,44,97,57,38,49
OG0024863,0,18,0,1,11.759
OG0024864,46.762,81,87,55,27
OG0024865,211,48,211.002,217,1
OG0024866,17,8,15,2,1
OG0024867,0,353.432,2,3,437.134
OG0024868,0,33.645,0,0,26.936
OG0024869,0,30,1,0,26
OG0024870,5,71,7,12,92.969
OG0024871,0,939,6,4,1046.023
OG0024872,233,47,227.857,290,0
OG0024873,172,242,209,115,131
OG0024874,0,27,0,0,16
OG0024875,18,128,52,17,69
OG0024876,2,44,1,1,27
OG0024877,33.707,3,33,77.748,0
OG0024878,66,93,55,42,14
OG0024879,0,0,0,0,3
OG0024880,1,74,1,3,313
OG0024881,0,52,1,0,49
OG0024882,88.023,107,131,128,44
OG0024883,455.978,393,485,531,170
OG0024884,0,266.368,1,3,258
OG0024885,41,18,20,17,6
OG0024886,1,989.746,5,10,1093.995
OG0024888,1,198,1,1,214
OG0024889,245,49,283.492,321.002,0
OG0024890,96.596,22,96.796,113.985,1
OG0024891,3,11.284,18.978,15,96.277
OG0024892,0,228.466,0,3,305.309
OG0024893,0,186.17,0,1,261
OG0024894,125,218,123,74,179
OG0024895,140,104,148,63,15
OG0024896,98,134,77,49,91
OG0024897,184,49,929.248,19,70
OG0024898,0,58.947,1,1,76
OG0024899,0,105,2,3,142
OG0024900,0,41.627,0,2,56.108
OG0024901,0,496,0,5,450.997
OG0024902,61.21,9,69.085,106.984,0
OG0024903,23,10,24.005,6,0
OG0024904,123,80,119,100,133
OG0024905,0,81.015,1,0,79.994
OG0024906,35,95,21,30,14
OG0024907,0,61,0,0,37
OG0024908,1,0,0,0,5
OG0024909,0,211.574,1,1.002,289.006
OG0024910,2856,2300,2180.912,2090,2385
OG0024911,0,4,23,15,5
OG0024912,163,143,190,205,61
OG0024913,70.001,104,62,44,70
OG0024914,0,99,1,1,74
OG0024915,0,134,3,1,182
OG0024916,0,299,2,5,349.288
OG0024917,0,210,2,5,282.006
OG0024918,0,60.658,0,0,75.387
OG0024919,0,1,0,0,5.74
OG0024920,16.199,1670.585,4.115,13.087,9
OG0024921,81,31,78,65,11
OG0024922,5,22,33,33,0
OG0024923,0,21,0,1,38
OG0024924,21,4,1,0,153.022
OG0024925,34,81,35,17,108
OG0024926,2,200,2,5,304
OG0024927,5,0,0,0,51
OG0024928,0,86,0,0,123
OG0024929,230.17,156.393,182.96,108.21,104.535
OG0024930,1555.743,649,1809,904.004,339
OG0024931,66,84,81,159,11
OG0024932,0,174.547,0.999,1,169.817
OG0024933,37,48,76,45,2
OG0024934,0,13,0,0,15
OG0024935,66,3,51,142,0
OG0024936,397,61,367,721,0
OG0024937,0,47.189,0,0,30.497
OG0024938,7,8,6,4,2
OG0024939,118,69,130,65,15
OG0024940,40,83,43,16,76
OG0024941,0,60.697,0,0,57.907
OG0024942,1,0,66,7,0
OG0024943,56,57,73,33,18
OG0024944,0,23,1,0,19
OG0024945,12.128,20.111,8.909,9.033,23.333
OG0024946,132,104,138,94,13
OG0024947,0,7.643,1,0,33.68
OG0024948,0,141,2,1,195
OG0024949,79,9,86,89,0
OG0024950,1,0,0,0,24
OG0024951,2388,145,634,158.996,38
OG0024952,16,19,12,19,13
OG0024953,0,6,0,0,0
OG0024954,0,23,0,2,24
OG0024955,0,0,17.802,0,0
OG0024956,173.015,41.038,170.09,230.984,0
OG0024957,0,22.703,0,0,29.083
OG0024958,0,9.723,0,1,18.364
OG0024959,0,85,0,3,140
OG0024960,0,133.995,0,1,186
OG0024961,17.412,247.34,26.502,12,234.873
OG0024962,396,322.235,316,222,122.001
OG0024963,28,29,42,33,24
OG0024964,52,9,56,71,0
OG0024965,878,789.765,958.908,581,327.999
OG0024966,7,3,0,0,173
OG0024967,1,35,1,0,55
OG0024968,0,23,0,0,13
OG0024969,29,4,37,26,1
OG0024970,0,52,2,1,66
OG0024971,0,116,0,2,193.542
OG0024972,209,151,207,116,166
OG0024973,127,93,128,84,27
OG0024974,32,6,28.002,23,5
OG0024975,29,33,37,19,5
OG0024976,0,61,0,0,72.668
OG0024978,39,106,83,21,14
OG0024979,0,33,1,0,53
OG0024980,165.291,52,115,106,25
OG0024981,0,52,2,0,69
OG0024982,38,49,67,71,1
OG0024983,125,126,106,56,438.934
OG0024984,44.019,21,30,26,18
OG0024985,21.208,5,23,6,0
OG0024986,2,1.36,4,3,11.01
OG0024987,0,113.207,0,0,127.584
OG0024988,48.433,8,68,111.615,0
OG0024989,0,117.71,0,1,124
OG0024990,53,13,74,90,0
OG0024991,0,116,0,3,131
OG0024992,144.128,128,170,113,94
OG0024993,0,91.335,0,1,138.342
OG0024995,1,345,3,6,404.797
OG0024996,42,37,43,13,45
OG0024997,52.04,59,88,34,1
OG0024998,324,312.971,283.705,202,97
OG0024999,0,226,2,1,298
OG0025000,179,137,178,114,82
OG0025001,92.005,7,70,75,0
OG0025002,194,207,152.036,97,64
OG0025003,294,219,300,136,67
OG0025004,1179.455,774.561,1078,698,333
OG0025005,69,50,74,56,28
OG0025006,0,308,3,3,417
OG0025007,115.415,145.504,105.731,31.35,124.354
OG0025008,0,127.317,0,1,142.239
OG0025009,38,6,38,63,0
OG0025010,0,11.916,0,0,13.184
OG0025011,0,5.745,0,0,9.765
OG0025012,131,54,96,71,49
OG0025013,0,31,0,1,44
OG0025014,0,118,1,0,188
OG0025015,294,305,270,207,108.065
OG0025016,0,28,0,0,21
OG0025017,197.952,34,219.007,268.171,0
OG0025018,0,149.593,1,2.998,182.285
OG0025019,0,0,0,0,8
OG0025020,1346,839,1182.58,705,359
OG0025021,69,57,62,32,28
OG0025022,0,71,1,2,87
OG0025023,0,205,1,3,275
OG0025024,0,78,0,1,65.096
OG0025025,214.907,272,193,135,131
OG0025026,85,31,36,24,47
OG0025027,36,40,46,26,13
OG0025028,0,40,1,0,40
OG0025029,0,543,4.042,3,723.036
OG0025030,0,23.998,0,0,45.294
OG0025031,0,63,0,1,45
OG0025032,301,59.001,442.064,537.003,1
OG0025033,534,314,436,300,178
OG0025034,35.989,10.996,36.65,51.275,0
OG0025035,61,52,17,61,37
OG0025036,125,110,190,113,36
OG0025037,167,71,111,46,7
OG0025038,108,132,64.002,174,133
OG0025039,365,290.154,359,280,195
OG0025040,7,2,3,7,0
OG0025041,64,48,76,36,5
OG0025042,123,76,127,56,65
OG0025043,1.677,158.654,0,2,198.5
OG0025044,0,0,0,0,11
OG0025045,0,37.357,0,0,29.043
OG0025046,0,16,0,1,25
OG0025047,0,210.369,0,3,285.434
OG0025048,0,18,1,0,23.984
OG0025049,1,104.182,0,1,143.01
OG0025050,0,282.997,0,4,340
OG0025051,0,182,1,1,250.08
OG0025052,2,389.95,1,7,877.015
OG0025053,113,54,53,80,9
OG0025054,0,65,1,1,62
OG0025055,0,46.966,1,0,46.28
OG0025056,0,71.034,0,0,89.72
OG0025057,5,4,6,14,1
OG0025058,2,315,4,3,369
OG0025059,1,317.307,3,6,269.363
OG0025060,107,48,137,63,17
OG0025061,0,151.976,2,0,193.299
OG0025062,93,145,141,46,273
OG0025063,0,125,0,2,215
OG0025064,41,16,32,5,14
OG0025065,44,4,88,2,4
OG0025066,78,91,74,41,43
OG0025067,70.696,16.002,77.141,71.998,0
OG0025068,22,43,21,22,10
OG0025069,326,181,424,178,68
OG0025070,0,443.945,1.998,4,789.131
OG0025071,174,41,196.357,235.62,0
OG0025072,135,118,198,137,71
OG0025073,25,336,117,332,171
OG0025075,0,25,0,1,23
OG0025076,0,82,0,1,64
OG0025077,7,127.084,15.004,33,22
OG0025078,0,53,1,1,51
OG0025079,97,18,76.972,124.007,0
OG0025080,5,0,1,0,103
OG0025081,0,61.498,0,2,65.516
OG0025082,0,15,2,0,17
OG0025083,447.669,408.015,598.451,291,150
OG0025084,62,94,118,50,175
OG0025085,19,30,26,25,18
OG0025086,0,22,1,1,21
OG0025087,0,4,0,1,8
OG0025088,352,327.005,414.001,330,212.001
OG0025089,571.847,456.037,407,418.998,235
OG0025090,0,22.395,0,0,31.394
OG0025091,41,6,49,53,0
OG0025092,218,39,278.091,289,0
OG0025093,95.007,122,115,95,17
OG0025095,245.603,141,203,208,87.03
OG0025096,1241.011,1042.955,856,939,681.992
OG0025097,0,42,0,1,91
OG0025098,0,20.999,1,0,19.878
OG0025099,161,25,97,39,0
OG0025100,1015,184,1038.803,998,2
OG0025101,13,2,14,8,2
OG0025102,0,149.016,1,6,173
OG0025103,0,112,0,3,131
OG0025104,16,5,18,20,0
OG0025105,194,139.528,181.458,156.003,86.445
OG0025106,0,2,0,0,6
OG0025107,64,271.865,107.711,31,368.216
OG0025109,164.798,118.51,147,183.764,14
OG0025110,45,58,69,50,15
OG0025111,127.996,31,129.993,196.995,0
OG0025112,0,7,1,1,19
OG0025113,109,28.998,99,119.85,0
OG0025114,1,174,1,2,221
OG0025115,11,1,1,0,4
OG0025116,0,18,0,0,46
OG0025117,197,142,194,167,51
OG0025118,159.998,281,244,102,52
OG0025119,45,42,25,34,42
OG0025120,58,87.37,41,31,8
OG0025121,26,3,36,30,0
OG0025122,144,105,139,101,38
OG0025123,108,54,95,29,83
OG0025124,210,106,161,153,96
OG0025125,1173.433,852,2744.702,539,169
OG0025126,26,13.008,19,29,5
OG0025127,15,8,18,15,0
OG0025128,305,144,247,172,38
OG0025129,23,38,28,19,14
OG0025130,0,68,0,0,63
OG0025131,439.953,99,483.486,622,0
OG0025132,40,300,6,10,1118.374
OG0025133,0,20,0,0,38
OG0025134,0,33,1,1,45
OG0025135,104,39,52,63,13
OG0025136,205,291.345,220,114,58.99
OG0025137,183,78,119,142,30
OG0025138,35.001,36,59,29,64
OG0025139,20,52,27.998,5,7
OG0025140,423.305,484.262,529.911,442.541,517.191
OG0025141,0,120.369,0,0,148.074
OG0025142,0,206,1,1,179
OG0025143,1,150,1,0,209
OG0025144,0,59.494,0,0,67.518
OG0025145,131,138,125,47,1
OG0025146,0,261.844,1,0,252.669
OG0025147,35,30,33,20,7
OG0025148,195,246,57,171,45
OG0025149,0,11.101,0,1,32.8
OG0025150,54,13,57,72,0
OG0025151,224,278.999,118,146,443
OG0025152,359,200,290,287,170
OG0025153,0,53.602,0,0,33.69
OG0025154,0,73,0,1,89
OG0025155,67,10,54.026,83,0
OG0025156,256.988,164,280,188,118
OG0025157,67,65,56,36,18
OG0025158,0,0,0,0,5
OG0025159,2,0,0,0,40.003
OG0025160,94,292,112,92,83
OG0025161,1,286.009,0,6,308.82
OG0025162,93,100,91,43,33
OG0025163,0,65,0,2,96.044
OG0025164,2,898,10,15,1239.11
OG0025165,0,83,0,3,90
OG0025166,2,277,3,5,323
OG0025167,0,43,0,0,61
OG0025168,0,81.826,0,1,78.464
OG0025169,0,23.092,0,0,41.399
OG0025170,15,3,884.02,27,1
OG0025171,63,59,81,18,10
OG0025172,216.666,222.347,196.034,146.008,157
OG0025173,0,143.963,0,4,168.932
OG0025174,1,0,0,0,14
OG0025175,52,35,53,68,28
OG0025176,0,45,1,1,51
OG0025177,83,67,107,177,12
OG0025178,295,154,506.001,202,94
OG0025179,7,4,11,20,0
OG0025180,0,24,0,0,31
OG0025181,151.002,34,198,226,0
OG0025182,0,53,0,1,39.259
OG0025183,501.226,291.993,564,401,211
OG0025184,502.374,627.423,405.787,246.513,183.701
OG0025185,65,66,43,11,33
OG0025186,135,132,84,60,31
OG0025187,66,57,78,45,2083.677
OG0025188,0,181,0,4,176
OG0025189,9,10,10,3,25
OG0025190,0,359,2,2,334
OG0025191,2,1,1,0,32
OG0025192,16,23,15,10,2
OG0025193,153,97,272,75,27
OG0025194,7,1,108.004,3,0
OG0025196,0,6,0,0,14
OG0025197,0,14.481,0,0,27.716
OG0025198,0,120,0,0,201
OG0025199,365,345,367.332,230,101
OG0025200,55,43,88,55,18
OG0025201,0,355.954,2,5,877
OG0025202,12,11,10.001,8,12
OG0025203,50,7,32,50,1
OG0025204,8,5,17,9,0
OG0025205,25,25.99,21,30,14
OG0025206,96.995,62.778,112,65,26.016
OG0025207,0,21.036,0,0,45.582
OG0025208,1,364.729,4,2,349.596
OG0025209,39,66.652,54,16.996,12
OG0025210,471.998,155,619.997,419,161.914
OG0025211,0,57,2,0,71
OG0025212,287,235,239,186,96
OG0025213,0,333.968,3,3,381
OG0025214,68,77,33,72,48
OG0025215,70.902,11.303,72.696,45.571,0.92
OG0025216,32,7,26,2,17
OG0025217,319,186.011,280.021,285,144
OG0025218,329,405.545,206,400,572.567
OG0025219,165,272,138,119,245
OG0025220,0,1,0,1,198.003
OG0025221,0,49,0,0,46
OG0025222,94,9,116,3,52
OG0025223,155,26,116,159,0
OG0025224,131,64,136,96,2952.38
OG0025226,90,58,89,56,24
OG0025227,1,47,1,0,99
OG0025228,27,12,30,38,0
OG0025230,405.641,403.323,336,474,344.883
OG0025231,159,29,143,167,0
OG0025232,78,76.684,75,86.997,27.996
OG0025233,139.09,165,169,90.987,212
OG0025234,0,64.874,0,0,65
OG0025235,112,32,118.923,185,0
OG0025236,70.533,50,65,30,74
OG0025237,24,18,17,10,47
OG0025238,90,96,120,63,72
OG0025239,83.53,17,107.727,94,0
OG0025240,41,42,69,41,5
OG0025241,98.384,96.002,88.54,91,56
OG0025242,0,12.999,0,1,12.181
OG0025243,1,28,1,1,30
OG0025244,3,0,35.276,1,0
OG0025245,267,209.567,244,178,5948.063
OG0025246,65,106,83.002,67,47
OG0025247,170,148,180,136.15,48
OG0025248,69,30,11,3,28
OG0025249,8972.037,5693.992,8741.747,3498.586,2365
OG0025250,0,68,0,2,79
OG0025251,0,3,0,0,10
OG0025252,267.897,167,310,213,63
OG0025253,169,129,134,118,46
OG0025254,122.055,376,159,153,96
OG0025255,1,129.137,0,1,98.979
OG0025256,0,181.542,0,1.011,264.852
OG0025257,325.444,55.004,293.023,414.014,1
OG0025258,532,496.002,382,453,541.604
OG0025259,155,61,143,170,20
OG0025260,0,296,0,3,324
OG0025261,45,64,12,16,101
OG0025262,3.001,5,0,1,84.031
OG0025263,0,79.001,0,2,84.593
OG0025264,0,138.999,2,0,154.407
OG0025265,224,221,213,121,70
OG0025266,0,46,0,0,42
OG0025267,13,16,8,14,2
OG0025268,99.065,140,88,47,81
OG0025269,53,57,35,78,20
OG0025270,1,194.242,2,2,291
OG0025271,67,26.109,68,48,15
OG0025272,166,200,111,81,26
OG0025273,1,0,1,0,12
OG0025274,81,54,80,61,22
OG0025275,96,65,59,64,16
OG0025276,133,140,171,48,127
OG0025277,43,108,41,21,17
OG0025278,4,0,0,0,8
OG0025279,0,23,0,0,31
OG0025280,0,23,0,0,39
OG0025281,0,1,0,0,16
OG0025282,0,248.339,0,2,324.954
OG0025283,358,455,789,344,79
OG0025284,156,70.013,149,79,16
OG0025285,0,45,2,0,42
OG0025286,12,76,77,0,24
OG0025287,33,19,34,29,52
OG0025288,139,144,142,84,56
OG0025289,0,53,0,2,68
OG0025290,52.016,43.242,38.223,23.724,27.533
OG0025291,0,137,1,4,194
OG0025292,0,165,2,2,217.032
OG0025293,7,15,14,16,9
OG0025294,46,61,89,45,23
OG0025295,945,675,613.648,718,1266.002
OG0025296,95,66.001,122.706,61,15
OG0025297,378,76,410,510.975,4
OG0025298,0,52.56,0,1,64.894
OG0025299,0,124.868,1,0,107.938
OG0025300,0,389.924,4,4,508.191
OG0025301,0,33.369,1,1,23.504
OG0025302,1,0,0,0,170
OG0025303,65,33,42.027,40,44
OG0025304,76,74,59,62,28
OG0025305,89,87,94,58,19
OG0025306,1,303.499,3,4,486
OG0025307,1,0,0,1,99.952
OG0025308,60.909,57.73,46.428,17.611,4
OG0025309,0,46.686,0,1,34.937
OG0025310,4,0,1,2,113.012
OG0025311,382,402,404,337,172.999
OG0025312,431.037,67,326.92,465,1
OG0025313,25,9,881.859,41,3
OG0025314,5,0,3,0,2
OG0025315,156.001,178,120,105.261,130
OG0025316,96,96,96,66,34
OG0025317,113.355,14.001,119.015,109,0
OG0025318,89,77,92,49,40
OG0025319,0,99,0,0,140
OG0025320,101,8,101,118.122,0
OG0025321,0,148,1,0,227
OG0025322,643,545,563,372,75
OG0025323,370,399,450.45,229,91
OG0025324,5,5,12.003,6,6
OG0025325,0,44,1,0,50
OG0025326,51,57,54,27,15
OG0025327,74,17,75.007,80,0
OG0025328,0,425.627,1,9,513.443
OG0025329,63,54,75,38,64.102
OG0025330,496.909,469,486.002,302.537,173.234
OG0025331,266,229,280,218,104
OG0025332,29.992,30,37.203,18.816,20.999
OG0025333,1376.745,674.91,1140.83,990.827,251.122
OG0025334,82.087,24,82.889,99.187,0
OG0025335,3,1,2,7,6
OG0025336,21,72,10,41,3
OG0025337,36,38,41,29,10
OG0025338,129.771,87.423,243.136,118.496,44
OG0025340,180.051,135,122,76,167
OG0025341,107,94,90,53,568
OG0025342,984.437,12.4,21.439,39.57,0
OG0025343,0,43.989,0,1,35.99
OG0025344,0,307.452,1,4,372.226
OG0025345,492,435,485,262,368
OG0025346,0,89.402,0,0,118
OG0025347,234,148,228,134,80
OG0025348,0,18.415,0,0,13.008
OG0025349,2,226,0,2,310
OG0025350,27.117,1,38,6,11
OG0025351,1,125.099,1,1,193
OG0025352,78,59,87,52,14
OG0025353,6,6,6,1,0
OG0025354,1,376.284,1,6,399
OG0025355,0,121,0,2,169
OG0025356,0,15.719,0,0,26.853
OG0025357,0,9.524,0,0,17.571
OG0025358,0,23.562,0,0,29.981
OG0025359,510,254,484,339,130
OG0025360,248.093,208,179,131,80
OG0025361,0,376,5,2,464.759
OG0025362,54,90,91,13,17
OG0025363,135,128.872,145,106,117.531
OG0025364,132,114,120,248,92
OG0025365,120,129,126,25,16
OG0025366,0,116.995,0,4,175.653
OG0025367,0,38.977,1,0,46.638
OG0025368,266.013,105.923,345.437,173.163,31.07
OG0025369,322.359,241.677,317.052,286,221.785
OG0025370,0,1,0,0,9
OG0025371,0,0,0,0,7
OG0025372,116,94,127,105,47
OG0025373,26,16,16,20,4
OG0025374,319,322,375,247,215
OG0025375,90,102,77,43,32
OG0025377,0,8,0,0,8
OG0025378,15,278,40,17,40
OG0025379,126,74,124,42,8
OG0025380,115.038,97,184,61,44
OG0025381,138,73,149,97,57
OG0025382,602,420,539.881,524.29,208
OG0025383,0,29,0,0,35
OG0025384,451,338,568.827,604,15
OG0025385,35,53,34,20,16
OG0025386,61,48,58,55,23
OG0025387,10,1,14,8,0
OG0025388,2,0,0,0,7
OG0025389,446,183.814,426,113,92.019
OG0025390,0,50,1,0,67
OG0025391,118.046,256.013,162.53,96.439,1
OG0025392,0,2,0,0,15.008
OG0025393,112.029,16,124,133,0
OG0025394,203.302,107.374,273.541,309.342,7.865
OG0025395,1,272.08,1,4,381
OG0025396,5,53,5,3,41
