OG,Ofav_1,Ofav_2,Ofav_3,Ofav_4
OG0038327,348,324,647.408,296.987
OG0038328,198,197.419,307.729,148
OG0038330,277,309.146,489.488,270.394
OG0038331,167,178,347.838,144.014
OG0038332,136,116.238,198.913,68
OG0038333,88,94.038,226.868,88
OG0038334,257,318,470.509,275
OG0038335,67,38,119,45.081
OG0038336,170.243,144,257.583,102.001
OG0038337,110,121,236.493,120
OG0038338,135,94,177.051,55
OG0038339,162,181.951,351.423,209.597
OG0038340,397.663,349.577,605,246
OG0038341,280.308,328.108,475.222,178.499
OG0038342,435.909,488.495,852.638,430
OG0038343,228.014,234,423.998,156
OG0038344,217.471,197,497.691,206
OG0038345,18,20,30,21
OG0038347,7,4,32,9
OG0038348,332,332.06,607.523,305
OG0038349,446,371.83,724,297
OG0038352,47,90.002,132,65
OG0038353,7,12,22,13
OG0038354,318.006,373,805.993,344.691
OG0038355,176.881,162.002,295.011,139
OG0038356,35.388,43,106.84,51
OG0038357,44,61,81,29
OG0038359,148,131,233.093,70
OG0038362,179,276.057,460.994,238
OG0038363,33,33,57,26
OG0038364,513.706,41,578.297,117.236
OG0038365,3.381,0,0,0
OG0038366,83.002,103,199,72
OG0038367,364.037,472,728.83,378.004
OG0038369,372.371,478,715.231,357.063
OG0038370,144.745,188.222,348,162.999
OG0038371,194,253,312.381,121
OG0038372,123.096,241.987,480.415,174.169
OG0038373,835.141,837.694,1489.158,573.06
OG0038374,382.984,286.997,548.832,196
OG0038375,229,252.162,410.611,155.99
OG0038376,113,103,191,93
OG0038377,235,290.982,560.716,226
OG0038378,10,13,14,8
OG0038379,64,76,135,71
OG0038382,209,200.002,346.337,144
OG0038383,77,66,155,87
OG0038384,498.843,424.917,798.537,356
OG0038385,245,234.186,305.2,173.993
OG0038386,55,53,87,53
OG0038388,83,66,151.409,58
OG0038389,499.001,525.728,810.541,364
OG0038390,37,37.003,62.068,28
OG0038391,431.106,321.991,642.17,231.19
OG0038392,236.28,354.245,549,257
OG0038395,96,106,147.376,51
OG0038397,242.995,169.174,375.327,116
OG0038400,98.096,164,267,92
OG0038401,105.164,112,182.339,66
OG0038402,112,133.468,211,100
OG0038403,2,2,9,2
OG0038404,235,316,496.712,261.99
OG0038405,26,52.725,79.82,45
OG0038406,77.096,67.959,125.779,56.152
OG0038407,196.382,177.41,323.006,154.836
OG0038408,125,85,178,59
OG0038409,127,125.642,234.986,109
OG0038410,298.038,307.964,541.268,298
OG0038411,2,3,1,1
OG0038412,316.281,311.186,609.409,191
OG0038413,0,0,0,4.652
OG0038414,177,170.487,271.959,130
OG0038415,266,259.399,491.03,224.002
OG0038417,239.609,344.002,564.997,211.298
OG0038419,240,222,406.673,176
OG0038420,7,3,10,4
OG0038421,159,201,363.34,155.366
OG0038422,144,165,272.117,123.911
OG0038423,96,80,166.456,79.025
OG0038425,609.884,709.989,951.919,669.013
OG0038426,0,0,9,2
OG0038427,108,126,205.993,126
OG0038428,182,197,359.231,138
OG0038429,583.725,556.996,967.188,435.129
OG0038430,336,370,225.137,237.024
OG0038431,251.005,226.999,374,134
OG0038432,482.01,379.216,840.611,316.343
OG0038433,3,3,6,5
OG0038434,723.003,685.796,1273.464,546
OG0038435,253,286,544.884,207
OG0038436,1,3,8,2
OG0038437,328.944,470.589,730.983,364.106
OG0038438,313.826,303,470.682,232
OG0038439,165,124.282,296.896,132.499
OG0038441,826.119,1093.463,1551.428,734
OG0038442,1,1,1,0
OG0038443,46,47,58.998,31
OG0038444,116,110,197.002,88.007
OG0038445,23,12,24,15
OG0038446,376,389.994,603.405,345.233
OG0038447,116,148,228,100
OG0038448,20,33,23,15
OG0038449,746.136,640.522,1046.996,438
OG0038451,89,59,121,32
OG0038452,51,80,145.796,60
OG0038453,25,32,42.095,16
OG0038454,81,75,154,66
OG0038455,41,29,88,60.011
OG0038456,29,41.029,72,50
OG0038459,135,187,360,133
OG0038460,7,5,5.001,9
OG0038461,276.01,299,458.131,216
OG0038462,354.51,266,488.892,190
OG0038463,213.007,203.877,348.39,145.003
OG0038464,457,376.351,697.001,304.718
OG0038465,153,221.417,292.028,156
OG0038466,90,55,182,80
OG0038467,1,2,1,1
OG0038468,108,142.998,238.259,123
OG0038469,43,65,109,29
OG0038470,504.52,611.538,898.01,441.82
OG0038471,133,96,206,72
OG0038472,150,221.153,376.351,189.018
OG0038473,69.396,65,129,47
OG0038474,0,1,7.719,2
OG0038475,707.235,653.362,829.309,632
OG0038476,85.999,126,233.999,136
OG0038478,37,86.088,111,33
OG0038479,68,103.995,166,75
OG0038481,234,347.997,700.608,308.081
OG0038483,23,30,40,19
OG0038484,93,117.046,232,114.29
OG0038485,178,213.996,401.969,213.513
OG0038486,40,67.145,111,60
OG0038487,110.202,196.471,261.229,112.632
OG0038489,453.271,384.404,650.903,258
OG0038490,97,90,176.402,61
OG0038491,166,218,394.096,169
OG0038492,65.09,99,157.041,68
OG0038493,150,155.701,322.005,184
OG0038494,432,453.195,836.925,367.845
OG0038495,161,215,80,300.052
OG0038496,81,101,172.979,47.968
OG0038497,184.082,189.984,349.675,115.343
OG0038498,215.049,244.351,376.935,187.049
OG0038499,284,357.247,624.752,323
OG0038501,99,99.057,229.605,132
OG0038502,300,293.406,670.846,331.916
OG0038503,17,26.891,31,20
OG0038505,14.509,15,28.292,8
OG0038507,227,184.522,308.368,134
OG0038508,18,18,32,13
OG0038509,181.999,213,322.659,165
OG0038510,7,5,11,5
OG0038511,50,52,81,43
OG0038512,291.001,338.518,517.597,239
OG0038513,179.288,253.258,389.298,187
OG0038514,146.482,182,291.544,137
OG0038515,81,92,144.458,59
OG0038516,148,119,246.256,88
OG0038517,113,81,150,55
OG0038518,208,158,275.054,123.635
OG0038519,459,521.259,1017.4,481.996
OG0038520,322.883,380.078,604.493,255.114
OG0038521,198,282.687,489.768,259.538
OG0038522,88.03,94,162,71
OG0038523,66,57,104.987,36
OG0038524,839.548,804.264,1314.234,717.569
OG0038525,212.458,172.412,371.42,215
OG0038526,112.889,187,337.379,146
OG0038527,672,775.017,1286.6,842.688
OG0038529,97,98.175,272.56,102
OG0038530,302.353,175.971,427.716,180.895
OG0038531,70.154,70.311,153.459,69
OG0038532,117,105,161.639,73
OG0038533,134,80.956,157.95,59.059
OG0038534,128,162.898,260.263,116
OG0038537,3,3,11,2
OG0038538,73.912,125,201.997,108.842
OG0038539,81,84,151.275,51.002
OG0038540,302,288.285,518.308,242
OG0038541,141.432,192.999,287.716,152
OG0038542,314.21,290.995,378.156,133
OG0038543,127,167,214.987,109
OG0038544,63,87,104.033,48.002
OG0038545,91,92.435,185.019,72.004
OG0038546,193.761,228.743,491.095,191.417
OG0038547,89.46,85,173.23,63
OG0038548,142.669,144.219,234.4,116.591
OG0038549,619.309,413.645,900.373,275
OG0038551,80,268.999,459.297,213.924
OG0038552,825.53,604.434,1115.025,380.02
OG0038553,119.967,113,249.073,124
OG0038554,51,78,89,59
OG0038555,656,516.995,1100.587,430.36
OG0038556,112,89,258,122.053
OG0038557,131,132,166,69
OG0038558,386.94,541.303,766.467,413.504
OG0038559,85,87,172.418,71
OG0038560,201,157.676,273,105
OG0038561,106.187,160.408,304.953,141.854
OG0038562,137,115.439,226.981,104.517
OG0038563,149,235.91,383.531,196.501
OG0038564,119.695,64,184.419,101
OG0038565,218,229,469.004,212
OG0038566,72,66.004,67,34
OG0038567,87,96,143,69
OG0038568,511.275,357.439,714.409,247
OG0038569,71,123,170,111
OG0038570,70.938,68.974,114,47
OG0038571,179.129,164.037,334.125,191
OG0038573,80,139.661,209.361,112
OG0038574,955.44,588.192,1254.618,471.828
OG0038575,191,200.008,322.251,131.794
OG0038576,149,138,257.624,108
OG0038577,457.997,475.824,718.928,325.025
OG0038578,24.782,48.617,50.19,31.667
OG0038579,59.218,38.515,144.808,61.333
OG0038580,29.999,52,91,30.161
OG0038581,143,145.829,276,118
OG0038582,136.07,122,293,135.633
OG0038583,320,356,551.01,221.015
OG0038584,69.581,51.569,125.443,39.133
OG0038587,42,58,127.107,66
OG0038588,418.878,610.909,1002.884,455.696
OG0038589,396.272,550.258,1048.008,386.682
OG0038590,230.539,278.491,507.114,213.011
OG0038592,12,10,24,9
OG0038593,230,285.723,498.926,268
OG0038594,121,143.186,280.193,145.122
OG0038595,124,130.275,222,107
OG0038596,57,72.845,131,49
OG0038597,52,38,72.075,26
OG0038598,183,151.769,290.655,97
OG0038599,90,71,110.239,58.001
OG0038600,316,138,326.51,71.02
OG0038601,9,10,16,4
OG0038602,24,28,45.18,31
OG0038603,95,119,229,112
OG0038604,54,77,145.59,66
OG0038605,438,302.158,638.544,239.011
OG0038606,9,7,18,22
OG0038607,48.853,58.008,142.433,66
OG0038608,50,61,108,58
OG0038609,31,33,58,30.025
OG0038610,30,34,85,14
OG0038613,41,27,71,12
OG0038614,100.01,142,204,116
OG0038615,29,34,66,39.054
OG0038616,816.483,659.918,1351.194,511.324
OG0038617,82.462,89,111,73
OG0038618,18.027,28,35,19
OG0038619,146,148.048,239,95.001
OG0038620,26,15,35,12
OG0038621,1,0,1,1
OG0038623,85,104,134.427,61
OG0038624,124,114.464,173.993,76.002
OG0038625,38,37,71,32
OG0038626,44,23.931,55,22
OG0038627,26,9.131,37.169,13.275
OG0038628,14,14,39,21
OG0038629,90,107.694,151,71
OG0038630,41,53.682,97,38
OG0038631,184,150,282.438,108
OG0038632,157,157.961,359.006,147.989
OG0038633,34,52,119,42.987
OG0038635,51,70,108,34
OG0038636,26,43,70,20
OG0038637,144,126.269,260.35,114
OG0038638,62,35.001,72.77,42
OG0038639,33,13,44,20
OG0038640,257,309.191,596.02,225.987
OG0038641,8,8,5,1
OG0038642,9,8,19,6
OG0038643,68,89,119,66
OG0038644,22,24,33.169,14
OG0038645,133,112.018,208,89.992
OG0038646,23,39,53,33
OG0038647,26,16,18,10
OG0038648,534.599,573.747,1098.241,487.612
OG0038649,40,40,64.152,36
OG0038650,43,39,58.19,39
OG0038651,6,18,48,19
OG0038652,20,21,39,15
OG0038653,9,8,16,14
OG0038654,43,93,145,99.997
OG0038655,189.138,228.469,406.463,215
OG0038656,72,71.319,126.002,62
OG0038658,38,48,64.595,26
OG0038659,11,17,29,6
OG0038660,11,12,35,16
OG0038661,56,64.192,74,34
OG0038663,28,54,76,22
OG0038664,42,46,81.03,35
OG0038665,122,116,244.21,101
OG0038666,2.579,5,8,2
OG0038667,53,85.931,144.999,82
OG0038668,106,79,76,70
OG0038669,20,24,46.001,14
OG0038670,20,21,34,19
OG0038671,30,45,84.057,41
OG0038672,21,20,32,20.008
OG0038673,27,32.033,46,35
OG0038674,12,18,37,17
OG0038675,64.34,95,131,80
OG0038676,51,78.934,113.27,62.319
OG0038677,114,102,239.03,83.011
OG0038678,149,178,323.865,128
OG0038679,62,62,102,48
OG0038680,429.613,327.892,176.013,1028.987
OG0038681,0,7.246,204.297,30.989
OG0038682,66,142.264,178.989,77
OG0038683,138,215,291,152
OG0038684,312.533,353,536.463,255.443
OG0038685,144.02,141.001,241.266,69
OG0038686,42,55,122,51.09
OG0038687,123.001,171,221,104
OG0038688,84,64,99.011,47
OG0038689,8.427,3.843,14.686,3.779
OG0038691,201.463,180,332.035,127
OG0038692,49,50,90,28
OG0038693,1,1,1,2
OG0038695,94,89.706,178,52
OG0038696,10,4,6,2
OG0038698,5,8.03,19,11
OG0038700,28,21,34.882,15
OG0038701,252.125,230,403.293,174.19
OG0038702,7.701,15.48,25.075,11.425
OG0038703,50.105,41.018,76,29
OG0038704,25,33,64.33,36
OG0038705,31,156.248,6,0
OG0038706,47.256,48,75.612,45
OG0038707,72,97,152.288,82
OG0038708,66,89,135.726,52
OG0038709,136,134,252.821,141
OG0038710,20,27,38,10
OG0038711,44.705,58,94,49.034
OG0038712,307.633,443.3,908.14,353
OG0038713,147.932,202,354,184.029
OG0038714,8,7,8,6
OG0038715,134.984,155.325,268.134,118
OG0038716,153,116.765,204.1,69
OG0038717,195.725,249.951,336.514,170.02
OG0038718,27,33,77,35
OG0038719,1.556,0,4.908,3
OG0038720,151.999,167,326.995,126
OG0038721,168,146,250.694,124
OG0038722,51,55,138.303,56
OG0038723,53,76.259,168,81.97
OG0038724,27,33,70,37
OG0038725,55,53,68,46.687
OG0038726,132.309,140,296.999,103
OG0038727,202.162,243,353.273,157
OG0038728,67,53.808,124,43
OG0038729,59,43,71.221,23
OG0038730,54,83,98.084,46
OG0038731,68,119,162.622,70
OG0038732,43,70.259,84,53.336
OG0038733,100,106.945,165.272,92
OG0038734,26,25,44,17
OG0038736,18,18,24,7
OG0038737,23,44.107,87,32
OG0038738,61,90,144,86.001
OG0038739,29.999,41,90,31
OG0038740,6,4,9,7
OG0038741,41,44,98,30
OG0038742,36,40,97.026,42
OG0038743,1,3,2,4
OG0038744,78.754,93,162.653,48
OG0038745,91,110.367,205,80
OG0038746,35,69,128,52.317
OG0038747,25,22,52,29
OG0038748,88,106,160.006,83
OG0038749,33,49,88,31
OG0038750,106.006,130,243,110
OG0038751,155.999,217,391.364,146
OG0038752,144.342,177,294.578,123
OG0038754,25,29,75,14
OG0038755,50.116,77,103,55
OG0038756,12,14,32,11
OG0038758,204.861,237,372.514,181.594
OG0038760,6.073,20,9.082,7
OG0038761,38,35.033,50,26
OG0038762,63,92.112,165.859,111
OG0038763,34,56,103.185,54
OG0038764,5,13,13,7
OG0038765,81.397,109,184.864,84
OG0038766,53,73,162.808,80
OG0038767,61,57.365,145,69
OG0038768,85,98,234,96.467
OG0038769,39,29,48,20
OG0038770,345.625,342.597,591.371,290
OG0038771,23,32,37.002,20
OG0038772,225,263.275,432.552,191
OG0038773,672.216,631.849,382.291,1010.444
OG0038775,37,22,75,41
OG0038776,106,192.027,315.152,130
OG0038777,3,4,14.193,6
OG0038778,32.999,59,82,30
OG0038779,18,17,37,17
OG0038780,35,37,55,32
OG0038781,8,13,16,11
OG0038782,3,14,15,7
OG0038784,10,7,10,6
OG0038785,23,58,72,37
OG0038786,52,79.657,177.001,74
OG0038787,267,300,601.428,288
OG0038788,23,16,46,32
OG0038789,26,21,29,15
OG0038790,13,9,18,12
OG0038791,119,65,156.174,45.427
OG0038792,25,33,60.055,23
OG0038793,0,5,3,1
OG0038796,10,14,23.025,19
OG0038797,22,37,55,22
OG0038799,431.002,301,615.17,232.927
OG0038800,4,5,9,10
OG0038801,354.941,309.082,530.651,266.001
OG0038802,6,20,33,9
OG0038803,0,3,5,1
OG0038804,78,39,123,53.984
OG0038805,23,24,59,14
OG0038806,365,381,766.787,317.348
OG0038807,45,53.28,76,30
OG0038808,90.1,95,150.39,50.843
OG0038810,0,1.003,4.832,8
OG0038811,79.93,80,178.111,69
OG0038812,34,48,70,34
OG0038813,86,123,176,84
OG0038814,59,72,154.924,64
OG0038815,18,8,22,16
OG0038816,57,73,126,48.086
OG0038817,391.999,457.109,645.989,283.876
OG0038818,27,40,55,27
OG0038819,18,19,37,12
OG0038820,9,49.256,54.007,31
OG0038821,1.529,0,2.881,5.466
OG0038822,21,26,37.224,22
OG0038823,44,47,67,41
OG0038824,29,43,67,32
OG0038825,56.04,61.699,109,44
OG0038826,423.055,329.786,581.365,190.979
OG0038827,85,73,133.005,35
OG0038828,72.253,110,176.538,72
OG0038829,27,12,28,9
OG0038830,33,43.949,90,47
OG0038831,45,66,106,56
OG0038832,4,1,5,1
OG0038833,134.54,164,281,93
OG0038834,377.378,209.002,418.182,154
OG0038835,30.607,20.978,77,37
OG0038836,13.393,14.022,0,0
OG0038837,99,86,109.763,61
OG0038838,2,0,5,5
OG0038839,20,32,40,22
OG0038840,20,20,32,10
OG0038841,66,86,108,56.503
OG0038842,23.002,38.011,74.042,35.054
OG0038843,38,58,119.47,52
OG0038844,3,3,6,0
OG0038845,47,67,93.239,46
OG0038846,11,26,22,14
OG0038848,68,68.004,137.109,47.018
OG0038849,39,57,88,46
OG0038850,351.013,427.799,769.161,399
OG0038851,7,5,11,3
OG0038852,29,25,61.098,22
OG0038853,1,3,3,2
OG0038854,169.853,163.002,252.455,123
OG0038856,14,16,40.985,22
OG0038857,371.367,387,733.345,316.135
OG0038859,43,24,64,24
OG0038860,20,21,38.966,13
OG0038861,5,2,3,0
OG0038862,42,30,58,30
OG0038863,31,41,101.304,56
OG0038864,1,11,38,16
OG0038865,11,9,18,15
OG0038866,38,38.135,104.026,33
OG0038867,2,3,5,1
OG0038868,53,49,85,38
OG0038869,29,20,50.001,24
OG0038870,92,99.495,172.026,97
OG0038871,1,0,2.107,0
OG0038872,4,6,5.319,4
OG0038873,78,89,149.24,67
OG0038874,22,32,38,24
OG0038875,21,15,22,12
OG0038877,19,26,38,34
OG0038878,26,47,89.113,32
OG0038879,25.006,9.476,30.242,8.855
OG0038881,25,32,86,30
OG0038882,80,104,139,39.925
OG0038883,60,81,154,113
OG0038884,178.798,196,365.03,128
OG0038885,80.374,125.12,216.635,102
OG0038886,28,39,66.278,47
OG0038887,24,26,59,24
OG0038888,23,32,67,31.002
OG0038889,45.14,73,130,58
OG0038890,35.011,28.344,82,29
OG0038892,25,27,55,30
OG0038893,37,35,72,45
OG0038894,35,32,62,14
OG0038895,1,4,3,1
OG0038896,264.138,303.199,513.969,253.063
OG0038897,12,16,22,13
OG0038899,36,40.391,100.142,45
OG0038900,16.161,27,42,18
OG0038901,21,26,46.1,16
OG0038902,9,12,26,8
OG0038903,23.999,16,35,24
OG0038904,7,13,15,8
OG0038905,251,284,588.49,250
OG0038907,32,27,64,21
OG0038908,67,86,140,48.122
OG0038909,350,342.552,631.639,281.402
OG0038910,10,25,22,10
OG0038911,328,424.734,640.903,317.703
OG0038912,206,224,439.227,228
OG0038913,102,139.408,205.704,116
OG0038914,0,0,2,2
OG0038915,79,63,114,48
OG0038916,33,30,63.099,22
OG0038917,99,75,173.2,60.012
OG0038918,16,9,22,8
OG0038919,76.999,58.003,122,79
OG0038920,6,10,20,9.015
OG0038921,57,54.49,116.229,55
OG0038922,35,35,81,44
OG0038923,17,15,33,13
OG0038924,41,37.839,74.935,34
OG0038925,25,31,68,26
OG0038926,124,167.026,272,172
OG0038927,57,45,114,68
OG0038928,196.759,121.413,103,47
OG0038929,18.681,32,36.27,17
OG0038930,1,1,6,1
OG0038931,27,33,61,26
OG0038932,94,114.113,178.998,100.004
OG0038933,0,0,3,0
OG0038934,18,13,22.055,18
OG0038935,42,34,76,21
OG0038936,104.198,300.825,218.095,98.024
OG0038937,49,42,71,24
OG0038938,23,50.344,67,38
OG0038939,8,6,15,2
OG0038940,7,17,36,20
OG0038941,0,4,8,6
OG0038942,204,253.219,461.692,217.308
OG0038943,22,31,61,26
OG0038944,10,16,25,7
OG0038946,43,40,71.84,26
OG0038948,321.998,345.004,694.986,301.421
OG0038950,48,46.141,68,36
OG0038951,11.11,9.658,12.994,1.087
OG0038952,32,31,55,29
OG0038953,15,25,36,14
OG0038954,50,59,130.987,64
OG0038955,9,26,32,20
OG0038956,75,82,182,92
OG0038957,108,111,195,93
OG0038958,320,275.738,568,241
OG0038959,0,1,4,4
OG0038960,26,26,36,11
OG0038961,278.994,367.213,626.273,320
OG0038964,42,33,82.295,26
OG0038965,20,17,34.799,18
OG0038966,29,40,49.214,15
OG0038967,191.484,239.701,307.003,101.64
OG0038968,257,297.084,541.637,276.586
OG0038969,344,344.685,651.062,248
OG0038970,14,23,45,23
OG0038971,5,1.118,4.041,6
OG0038972,67.783,87,169.257,89.009
OG0038973,22,22,43.1,20
OG0038976,584.088,383.402,752.745,400.987
OG0038977,177,156,280.004,75
OG0038978,16,21,36,23
OG0038979,26,51,80,39
OG0038980,31,28,83.055,23
OG0038981,3.001,1,14,5
OG0038982,115.6,106.774,196,96
OG0038983,13,9,16,14
OG0038985,491.177,614.308,957.847,507.581
OG0038986,40,50.307,87.028,53
OG0038987,277.978,349,586.154,280
OG0038988,63.283,60.672,131.6,66.74
OG0038989,42,41,84,25
OG0038990,2,2,10,6
OG0038991,52,75,118,68
OG0038992,303.621,268,533.657,194
OG0038993,50,28,97,24
OG0038994,216.269,212,394.645,148
OG0038995,113.347,103.062,137.983,52.102
OG0038996,0,0,21.138,2
OG0038997,17.198,19.023,15.739,15.506
OG0038998,59.911,99.006,161,80
OG0038999,78.016,57,146,54
OG0039000,3,0,2,0
OG0039001,18,17,39.03,18
OG0039002,64,93,162,67
OG0039003,100.396,99,145.616,42
OG0039005,38,35,66,20
OG0039006,23,23,32,14
OG0039007,165,150.253,285.908,141.501
OG0039008,163.167,229,415.449,201
OG0039009,29,26.003,51,24
OG0039010,90,131,254,95
OG0039011,138,140.26,233.132,97
OG0039012,57,87,136,61
OG0039013,61,77,154.369,58
OG0039014,28,37,66,35
OG0039015,165,160.005,306.696,130
OG0039016,30,33,71,44
OG0039017,85,51,110,42
OG0039018,31,35,61.139,21
OG0039019,250.708,254,458.949,189.315
OG0039020,40,50,95.353,35
OG0039021,87,81.861,130,47
OG0039022,127,115,182.253,54
OG0039023,9,9,12,8
OG0039024,28,33,39,24
OG0039026,52,61,116,54
OG0039027,20,35.774,86,41
OG0039028,51,35,98,30
OG0039029,0,1,1,0
OG0039030,91,69.193,144.988,64
OG0039031,215.481,307.635,559.311,226.326
OG0039032,5,23,20,14
OG0039033,15,23,55.988,19
OG0039034,69,104,154,76
OG0039035,91,112,220.503,113
OG0039036,65.221,64,148,57
OG0039037,4,3,11,6
OG0039038,0,4,11.77,4.57
OG0039039,15,24,30,22
OG0039040,63,71,98,54
OG0039041,4,0,0,2
OG0039042,184,182,328.003,130.01
OG0039044,6,15,30,22
OG0039045,0,1,6,2
OG0039047,68,52,74,27
OG0039048,24,15,28,11
OG0039049,77,118,212.467,96
OG0039050,23,35.001,77,25
OG0039051,17,20,30,18
OG0039052,18,20,35.196,26.996
OG0039053,30,58,76.269,33
OG0039055,66,60,130,40
OG0039057,119,115.961,181.331,70
OG0039058,1,0,1.043,2
OG0039059,15,31,61,28
OG0039061,135.22,166,300.311,141
OG0039063,13,21,33,23
OG0039064,144.857,201.043,355.496,174.453
OG0039066,15,37,60,39
OG0039067,241.908,148.559,325.989,83
OG0039068,151.15,144.411,225.685,83
OG0039069,10,6,19.019,11
OG0039070,350,272,551.848,231.09
OG0039071,91,143,207,111
OG0039072,18,16,29.981,14
OG0039073,1,1,4,0
OG0039074,153,173.817,369.588,136
OG0039075,27,46,68,37
OG0039076,75.803,66,121.412,44.001
OG0039077,65.035,39,97,57
OG0039079,46,68,86,63.127
OG0039080,15,33,45,20
OG0039081,78,55.992,99.191,41
OG0039082,16.129,20,33,16
OG0039083,44,66.996,87.394,28
OG0039084,501.001,399.443,742.926,327.957
OG0039085,61,46,118.988,45.091
OG0039086,9,4,15,4
OG0039087,22,22,30,19
OG0039088,36.117,44,77.115,32
OG0039089,253.353,206,357,137.001
OG0039090,25.545,41,60.001,20
OG0039091,2.09,0,0,0
OG0039092,219.075,261.981,407.499,167
OG0039093,34,51,88,44
OG0039094,499.638,471.646,783.368,383
OG0039095,79.013,58,114.217,35
OG0039096,32,32,68.122,26
OG0039099,17,25,60,24
OG0039100,14.125,11,30,12
OG0039101,32,36.157,63,25
OG0039102,200,213.636,383.499,194.342
OG0039103,373.086,425.34,797.001,252
OG0039104,75,98,164.026,92
OG0039105,128.999,144.004,285,107
OG0039106,92.531,78.018,188.814,50.939
OG0039107,48,90,147.997,58.996
OG0039108,17,9,7,10
OG0039109,15,15,41,16
OG0039110,30,27,44,17
OG0039111,65,16,88.002,34
OG0039112,15,20,24,19
OG0039113,44,55,122,63
OG0039114,14,31,64,45
OG0039115,277,372.548,677.64,333.787
OG0039116,65,68,103,70
OG0039118,229,265.846,415.003,223
OG0039119,101,118,147,71
OG0039121,49,56.999,81,37
OG0039122,98.034,107.023,158.194,77.1
OG0039123,147.048,124.555,155,86
OG0039126,209.977,205,319.007,168.031
OG0039127,3,3,5,1
OG0039128,54.103,70,132.699,72
OG0039129,35,77,94,57
OG0039131,18,35,47.252,25
OG0039132,16,6,30,7
OG0039133,7,7,24,8
OG0039134,10.29,15,36.15,6.246
OG0039135,3,2,7,2
OG0039136,39,38.001,59,37
OG0039137,0,0,5,1
OG0039138,13,7,10,6
OG0039140,0,0,2,2
OG0039141,13.068,14,17,11
OG0039142,35.594,52,93.332,50
OG0039143,117,96.436,208.998,118
OG0039144,315,238.723,442.001,183
OG0039145,36,23,59,26
OG0039146,42,33,44,14.025
OG0039147,86,103,168,93
OG0039149,5,2,4,3
OG0039150,32,26,62.324,16
OG0039151,11,15,34,18
OG0039152,178.007,264.996,378.647,196
OG0039153,79.996,64,125.287,42
OG0039154,19,24,29,17
OG0039155,81,57,154.629,49
OG0039156,67,74,136.982,62
OG0039157,45,60.583,70,51
OG0039158,30,20,66,18
OG0039159,312.724,394.259,659.231,321.893
OG0039160,305.826,339.817,598.34,282.995
OG0039161,91.985,128.348,176.156,62.055
OG0039162,35,31,62,31
OG0039163,76,46.001,160,66
OG0039164,102,72,198,71.246
OG0039165,231.418,268.915,379.969,202
OG0039166,264,291,456.706,210
OG0039167,90,83.184,172,77
OG0039168,907.981,12337.326,6822.002,11966.227
OG0039169,57,69,132,63
OG0039170,58,78.981,124,50
OG0039171,82.354,126,254,116
OG0039172,266,291.998,490.022,217.922
OG0039173,144,226,380,162
OG0039174,69,65,113.21,54
OG0039175,74,38.064,101.128,62
OG0039176,71,94,169,79
OG0039177,136,111.173,194,82.015
OG0039178,14,18,43,25
OG0039180,49,62,135,54
OG0039181,120,85.011,205,87
OG0039182,57,53,129,60
OG0039183,51,57,117.001,59.018
OG0039184,45,38,78,26
OG0039186,15,29,38,25
OG0039188,158,192,280,123
OG0039190,2,6,15,3
OG0039191,431,373.002,696.998,273
OG0039192,237,299.001,536.146,319
OG0039193,83.997,73,143,72
OG0039194,27,16,32,14
OG0039195,133,227,319,170
OG0039196,78.174,35.593,129.491,40.817
OG0039197,301.735,343,560.628,244.89
OG0039198,2,1,0,0
OG0039199,44,24,50,19
OG0039200,259,228.547,446.168,178
OG0039201,3,1,4.085,0
OG0039202,11,15,23,6
OG0039203,12,5,26,9
OG0039204,11,92.1,26,8
OG0039205,11,6,29,8
OG0039207,29,35.002,41,16
OG0039208,419.548,560.995,834.925,385.997
OG0039209,1,4,11,2
OG0039211,55,68,105.992,47
OG0039212,168,245,346.326,157
OG0039213,10,16,30,11
OG0039214,21,23,31.056,13
OG0039215,51.173,55,114,39
OG0039216,473.994,210.398,541.296,152
OG0039217,314,272,567.034,220.174
OG0039218,72,51,115,67
OG0039221,388,359.675,638.66,207
OG0039222,8,17,23,4
OG0039223,294.238,249.397,358.418,155.224
OG0039225,166.018,189,272.749,121
OG0039226,31,36,43,38.044
OG0039227,69,60,161,65
OG0039228,436.338,389,519.693,214
OG0039229,97.688,135,216,135.735
OG0039230,2,0,4,3
OG0039231,4,4,11,4
OG0039232,106.143,117,185.445,62
OG0039233,141,170,295.004,156
OG0039234,115,151.147,227.307,120
OG0039235,805.999,1059.073,1740.295,1337.784
OG0039237,173.683,27,221.051,56
OG0039238,360,320,506.3,293
OG0039239,39,68,102,42
OG0039240,338,420.819,713.245,302.615
OG0039241,92.291,131,178.993,100
OG0039242,743.647,759.662,1317.082,547.399
OG0039243,157,142,197.659,97
OG0039244,57,44.319,94.373,47
OG0039245,191,195,394.459,141
OG0039246,67,95,159,72
OG0039247,0,4.086,7.19,15.465
OG0039248,20,14,28,22
OG0039249,5,1,13,11
OG0039251,262.971,290,452.46,202
OG0039252,15,21,32,20
OG0039253,178,258,442.381,187.966
OG0039254,2,4,3.957,2
OG0039255,5,13,29,13
OG0039256,25,34,67,20
OG0039257,0,0,6,2
OG0039258,21,22,50.992,18
OG0039259,35,36,70,47
OG0039260,30,26,85,28
OG0039261,39,33,63,23.326
OG0039262,235,239.008,469.813,206
