OG,Ssid_1,Ssid_2,Ssid_3,Ssid_4
OG0023947,0,4.675,4.902,15.446
OG0023957,8,8,50,17
OG0023964,329,402,184,228
OG0023982,706,827,382,402
OG0024004,13,26,14,25
OG0024046,442,573,256,424.571
OG0024051,0,2,0,3
OG0024071,57.999,86,42,68
OG0024083,196,61,61,22
OG0024102,1,0,0,0
OG0024112,2,1,0,0
OG0024141,314,363,199,213.307
OG0024181,606,436,327,293
OG0024199,11,16,22,9
OG0024219,100,131,130,110
OG0024262,371,581,213,346
OG0024286,374.009,389.323,190,272
OG0024294,49,44,24,70
OG0024309,242,211,103,110
OG0024310,38,42,26,37
OG0024313,72,63,58,74
OG0024382,25,38,27,24
OG0024387,218,322,126,207
OG0024396,135,101,121,113
OG0024407,116,78,38,46
OG0024417,20,21,23,14
OG0024425,35,39,38,59
OG0024445,236,119,101,171
OG0024462,753.579,847,425,624.977
OG0024483,105,174,57,67
OG0024494,21,32.817,16,12
OG0024511,352.949,491,248,259
OG0024513,1029.038,1113,72,1365
OG0024518,5,1,0,0
OG0024528,68,67,42,52
OG0024556,5,13,5,5
OG0024565,1,0,0,0
OG0024570,9,25,18,26
OG0024578,43,41,40,48
OG0024589,3451.53,3937.999,2860.351,3032.035
OG0024603,0,0,0,0
OG0024608,77,133,38,78
OG0024613,170,179,101,127
OG0024643,23,16,10,18.94
OG0024653,16,11,18,23
OG0024656,45,46,10,25
OG0024665,432,505,363,362
OG0024704,224,294,128,126
OG0024705,540.001,594,281,352
OG0024712,98,152,43,61
OG0024729,144,136,121,146
OG0024733,173,227,165,194
OG0024746,95,55,37,43
OG0024755,43,71,20,41
OG0024773,106,98,53,70
OG0024787,42,76,31,24
OG0024800,33,52,31,37
OG0024803,847.442,967,576.997,602
OG0024813,99,102,72,71
OG0024816,278,361,183,226
OG0024824,13,5,16,8
OG0024825,37,65,35,25
OG0024827,48,115,32,68
OG0024828,41.651,20,26,41
OG0024844,115,87.999,194,192
OG0024856,97,113,48,64
OG0024861,136,119,110,172
OG0024862,53,50,23,41
OG0024866,11,14,2,5
OG0024873,27,19,19,27
OG0024878,59,65,37,38
OG0024883,150,256.452,77,128
OG0024896,105,94,42,49
OG0024904,198,238,136,145.983
OG0024910,1413.059,2796.035,841.893,922.064
OG0024912,494,799,394,502.999
OG0024946,78,153.001,54,70
OG0024952,9,42,16,14
OG0024972,49,11,28,67
OG0024973,68,36,50,40
OG0024975,420,551,141,188
OG0024984,69,66,82,40
OG0024992,126,154,99,103
OG0024994,2,0,4,2
OG0024998,212,288,66,106
OG0025000,177,182,94,99
OG0025002,313,90,150,112
OG0025005,39,46,28,44
OG0025020,21,17,15,29
OG0025021,277,232.564,137,263
OG0025025,288.826,299.94,307.136,243
OG0025035,71,21,26,33
OG0025036,278,248,128,150
OG0025039,347,450,294,230
OG0025042,265,154,113,178.911
OG0025068,275.474,182,152,204
OG0025098,0,7.236,3.41,2.044
OG0025110,162.043,202,112,161
OG0025117,269,505,184,331
OG0025119,110,103,91,140
OG0025122,143.01,110.001,57,52.91
OG0025123,199,183,109,135
OG0025124,186,349,158,185
OG0025136,114,110,99,108
OG0025137,351,409,395,301
OG0025139,38,28,39,28
OG0025156,118,167.006,73,108
OG0025157,103,135,59,85
OG0025172,314,397,211,293
OG0025178,492,693,237,299
OG0025182,58,23,43,92
OG0025186,599,631,563,649
OG0025187,125.019,249,100,121
OG0025189,235.002,361.007,193,252
OG0025200,137,158.429,99,148
OG0025205,15,18,5,5
OG0025212,55,66,51,66
OG0025218,569.999,401,371,398
OG0025219,1071.983,1365,851.81,1012.925
OG0025222,113,41,6,7
OG0025226,75,78,48,70
OG0025233,35,23,27,24
OG0025241,85,159,94,100
OG0025245,147,57,52,46
OG0025246,124,34,36,88
OG0025248,128,130,92,87
OG0025253,128,124,106,93
OG0025258,50,69,59.271,28
OG0025259,112.234,147,147,93
OG0025265,3313,3252.002,1323.603,1921
OG0025271,18,10,10,16
OG0025275,100,172,50,51
OG0025276,495.363,483,733,646
OG0025279,11,17,26,18
OG0025296,106,199.859,99,179
OG0025316,133,155,119,139
OG0025318,171,224,98,151
OG0025325,13,21,48,30
OG0025330,637,668,199.974,215.642
OG0025331,162,224,83,135
OG0025332,70,98,56,47
OG0025333,1552,1612.977,838,1151
OG0025340,258,385,172,269
OG0025345,204,225,147,182
OG0025359,311,380,176,200
OG0025360,1132.001,1263,856.137,801
OG0025368,594,444,326,432
OG0025380,285.682,253,156,311
OG0025381,57,65,42,66
OG0025385,54,55,44,42
OG0025386,60,46,30,31
OG0025397,591,692.027,494,672
OG0025399,88,79,56,76
OG0025406,9,22,15,13
OG0025408,865.485,1064,624,550.6
OG0025422,1141,1246,940.158,821.996
OG0025425,1,9,1,3
OG0025432,327.24,555.999,305.285,493
OG0025433,335,416,250,267
OG0025435,267.006,310,169,215
OG0025450,989,817,625,698
OG0025455,133,95,88,96
OG0025459,259.886,229,158,153
OG0025461,397,505,318,379
OG0025466,18,57,40,41
OG0025467,82,68,76,115
OG0025472,96,106,96,130
OG0025473,32,36,35,35
OG0025477,239,259,172,163
OG0025478,5180.806,6632.549,4501,4151
OG0025480,493,442,221,326
OG0025490,378,621,166,262
OG0025493,1157,1486.999,780.467,1002.442
OG0025499,87,112,127.991,52
OG0025500,784,796,497,662
OG0025520,291,346,215,152
OG0025528,409,448,279,608.107
OG0025537,35,34,31,26
OG0025548,173,544.545,171,252
OG0025552,154,164,105,113.215
OG0025557,209,227,131,160
OG0025558,306,457.001,189,228
OG0025562,306,388,199,261
OG0025565,213,335,196,161
OG0025567,228.968,205,107,169
OG0025569,37,46,17,37
OG0025571,44,65,45,59
OG0025572,65,58,74,60
OG0025577,1250.001,1148.216,692.075,972
OG0025579,216,297,81,144
OG0025581,22,32,16,16
OG0025588,44,42,15,18
OG0025589,81,135,70,100
OG0025595,284,404,308,280
OG0025596,140,138,145,111
OG0025602,85,113,84,72
OG0025603,307.002,275,348,317
OG0025604,1043,1261,774,984
OG0025605,107,121,30,73
OG0025606,133,140,82.572,89
OG0025615,1040,1117.936,587,802
OG0025617,545,499,289,386
OG0025622,795,799,543,701
OG0025626,266,233,136,141
OG0025644,226,252,114,223
OG0025653,27,38,9,32
OG0025654,23,30,161,36
OG0025658,16,8,23,14
OG0025661,180.324,130,109,123
OG0025667,412,601.974,279,211
OG0025670,555,472,228,389
OG0025671,153,170,73,107
OG0025674,63,164.003,32,84
OG0025675,296.979,408.783,219,231
OG0025676,126,171,118,121
OG0025677,323.003,406.973,193,221.995
OG0025683,109.999,187,104,114
OG0025685,18,41,22,18
OG0025686,229,254,126,215
OG0025690,63,96,52,88
OG0025693,354,429.138,241,314
OG0025694,229.976,322,183,294
OG0025696,99,57,63,90
OG0025697,119,131,79,136
OG0025698,335,403,158,196.007
OG0025700,539,348,269.709,178
OG0025703,230,163,248.491,235
OG0025710,232,116,170,131
OG0025714,82.969,59.993,62,57
OG0025720,24,19,19,14
OG0025721,137,206,133,112
OG0025722,463.014,689.039,224,276
OG0025726,344,338.564,218,272
OG0025729,280,321.001,171,172.287
OG0025730,272.011,265,172,213
OG0025732,59,34,18,17
OG0025733,214,168,112,145
OG0025734,168,197,151,168
OG0025735,234,148,138,135
OG0025743,68,93,29,51
OG0025744,4,2,1,4
OG0025747,11,5,1,7
OG0025753,56,35,15,21
OG0025756,119,137,110,79
OG0025757,14,8,5,8
OG0025758,72,45,61,48
OG0025762,54,92,55,33
OG0025764,98,129.938,80.38,75.985
OG0025772,224,261.998,184,126
OG0025778,101,154.687,86,100
OG0025781,155,183,140,120
OG0025785,621,728,371,394
OG0025788,97,105,60,54
OG0025792,39,61,30,33
OG0025794,153,167,156,199
OG0025803,207,154,75,105
OG0025804,284,229,240,195
OG0025810,460.154,559,542,313
OG0025812,81,26,27,48.546
OG0025820,599,494,320,364.004
OG0025822,41,55,32,55
OG0025825,319,636,234,276
OG0025827,409.007,430,311,383.613
OG0025833,117,142,90,66
OG0025837,93,167,158,119
OG0025844,280,350,171,166
OG0025846,1122,1085,603,547
OG0025847,714.908,806.444,492,346
OG0025848,46,89,41,61
OG0025849,150,153.792,113,121
OG0025855,47,70.057,35,23
OG0025856,2178.052,5340.282,1375.895,1902.403
OG0025863,425,515,277,319
OG0025864,441.015,482,296,308.043
OG0025869,40,70,39,55
OG0025871,4166,4590.688,3113.008,4498.636
OG0025875,348.007,398,242,349
OG0025877,79,60,43,48
OG0025880,137,93,79,130
OG0025883,215.001,214,155,154
OG0025884,296,285,196,211
OG0025891,72,77,50,96
OG0025895,130.862,144,101,88
OG0025896,617,799.687,499,399
OG0025898,122,144,72,127
OG0025900,453.008,478,424,511
OG0025901,215,258,145,182
OG0025904,61,72,34,59
OG0025905,26,55,21,17
OG0025907,61,98,63,49
OG0025908,75,102,65,42
OG0025909,320,310,165,311.019
OG0025912,92,57.159,92,76
OG0025917,529,636,282.995,500
OG0025918,287,206,180,148
OG0025920,5,78,33,40
OG0025921,1,1,0,2
OG0025923,237,295,171,203
OG0025925,322,262,176.002,187.004
OG0025927,38,46,14,32
OG0025931,42,44,31,24
OG0025933,196,177,124,125.852
OG0025934,32,40,19,13
OG0025935,2116.877,2423.08,1771.557,2038.736
OG0025937,177,324,95,263
OG0025938,747.163,722,492,567
OG0025939,238,262,124,165
OG0025944,168,217,229,200
OG0025947,185,319,148,181
OG0025950,375,520,241,415
OG0025961,172,180,71,103
OG0025966,957.638,1336.032,868,781.003
OG0025974,15,6,5,10
OG0025977,119,119,123,121
OG0025984,75.463,83.006,37,16
OG0025987,703.001,757.151,340.649,290.202
OG0025990,165,209,132,142
OG0025997,23,11,20,43
OG0026000,667,1027,476,468
OG0026003,171,231,65,147
OG0026009,17,9,6,21
OG0026012,412,670.148,373,459
OG0026021,44,69,56,40
OG0026027,69,107,44,111
OG0026030,179,256,116,168
OG0026032,315.002,592,284,401
OG0026034,96,118,70,69
OG0026035,240.109,366,156.002,153
OG0026044,154.829,198,93,93
OG0026048,64,77,35,13
OG0026049,88,79,67,106
OG0026050,328,339.91,261.962,299
OG0026056,154,141,80,166
OG0026058,236,293,196,311.806
OG0026062,191,565,197,287
OG0026067,349,713.249,311.389,308.865
OG0026069,145,214.07,113,115
OG0026070,603,605,382,295
OG0026071,115,84,63,98
OG0026072,107,118,67,104
OG0026080,839,1094,607,642
OG0026081,20,7,24,22
OG0026082,265,276,177,163
OG0026085,732,612,270,535
OG0026086,325,292.999,245,393
OG0026090,81,64.063,45,50.406
OG0026091,105,93,82,83
OG0026093,395,1217,302,479
OG0026103,183,272,134,147
OG0026105,25,33,5,9
OG0026118,224,198,117,169
OG0026120,1209,1562.729,846,918
OG0026129,251,729.071,215.999,187
OG0026130,345,319,273,216
OG0026131,172.999,324.028,166.343,267.889
OG0026134,1483.027,1593,941.899,1046
OG0026135,185,164,73,68
OG0026140,113,92,53,48
OG0026141,263,298.306,185,188
OG0026143,287,421,242,289
OG0026144,345,402.047,271,316
OG0026148,162,180,78,132.024
OG0026151,79.621,161,62,83
OG0026161,281.02,249,176,173
OG0026164,200,223,117,100
OG0026166,257.507,346,267,344
OG0026167,192,249,136,123
OG0026168,348.999,375,251.962,220
OG0026170,2730.252,2599.074,1578.468,1778.218
OG0026174,269,427,232,173.524
OG0026177,633.338,556.992,351.153,499
OG0026179,3,8,9,2
OG0026181,111,116,90,101
OG0026182,1346.204,1885.428,750,1119
OG0026190,371,570,246,283
OG0026191,193,267,140.964,91
OG0026192,345.77,468.001,368.002,334.563
OG0026193,1060,1290,801.997,851.099
OG0026196,258,337,142.121,155
OG0026197,226,209,159,210
OG0026198,90,102,50,46
OG0026199,566.042,1595,783.549,728
OG0026203,135.297,304,166,123
OG0026205,295,262,151,101
OG0026210,243,236,116,132
OG0026211,187,226,148,149
OG0026213,77,123,65,119
OG0026216,36,27,28,13
OG0026218,197,153,101.006,100
OG0026220,757,934.026,503,692
OG0026223,111,204,124,94
OG0026224,2204.093,3761.492,1797.999,1920.636
OG0026226,263,179,82,150.669
OG0026227,314,334,214,249
OG0026228,124,194,92,115
OG0026229,836,887,540,535
OG0026230,1048.486,1824,993.018,1137
OG0026234,2,2,2,1
OG0026236,216,138,152.675,164
OG0026239,128.604,214,124,150.814
OG0026240,23,39,25,24
OG0026241,130,170,148,92
OG0026242,189,409,226,268
OG0026243,90,84.001,54,74
OG0026245,27,35,25,30
OG0026250,5,1,2,9
OG0026252,457,629,242,326
OG0026253,60,80,34,48
OG0026255,1714.005,1682.771,1071.001,1273
OG0026257,259,266,142,162.716
OG0026259,22,34,22,35
OG0026260,391.019,594,296,300.001
OG0026261,33,73,57.005,54
OG0026265,307.072,418.093,158,170
OG0026268,30,46,14,37
OG0026269,419.005,407,243,257
OG0026271,217.007,281,115,115
OG0026273,2021.963,1817,1381.009,1774.059
OG0026274,119.002,222,167,101
OG0026278,1108.463,1261.901,739,719
OG0026286,417,526.915,306,289
OG0026291,164,177,93,137
OG0026295,240.453,238.988,142,148
OG0026296,234,338,150,228
OG0026298,75,34,38,61
OG0026305,237.756,337,241,223
OG0026306,663,810.011,417.509,617
OG0026308,87,80,85,109
OG0026309,156,153,108,148
OG0026310,1018,992,608,950.001
OG0026311,224,237.005,104.012,172
OG0026312,62,55,38,67
OG0026316,231,130.244,102,129
OG0026319,778,890.03,469,700
OG0026326,92,146,72.993,81
OG0026328,133,216,122,142
OG0026330,590.019,941,495,619
OG0026331,118,102,41,78
OG0026334,1070.001,1443.672,1279.994,938.209
OG0026335,357,404,249,315
OG0026340,168,286,129,117
OG0026343,208.031,234,148,162
OG0026344,428.802,546,280,396.997
OG0026345,328,349,241,256
OG0026347,458,550.032,356,374
OG0026348,337,468,229,255
OG0026350,238,326.011,168,131
OG0026351,200,290,132,167
OG0026354,299,430.991,183,229
OG0026356,839.869,869.903,441,645
OG0026358,24,13,8,11
OG0026361,382,492,388.003,349
OG0026363,335.408,409,284,242.005
OG0026365,281,369,217,224
OG0026366,355,334,305,206
OG0026368,34,34,34,24
OG0026369,103,123,85,83
OG0026370,114.174,199,71,107
OG0026372,23,20,9,16
OG0026374,150,157,139,102
OG0026375,515,697,309,355
OG0026376,1095.062,840,370,371
OG0026383,650.184,751,430,465.998
OG0026384,107,46,30,61
OG0026387,18,37,10,47
OG0026388,210,194,122,172
OG0026389,262.313,358,217,143
OG0026390,31,53,27,25
OG0026391,130,221,52,89
OG0026392,1148.951,1997.002,1158.397,691
OG0026395,1285,1233,943.924,619
OG0026396,14,23,30,17
OG0026397,76,81,82,69
OG0026398,334,248.021,279,279
OG0026400,3,9,23,23
OG0026401,582,602.992,527,449
OG0026403,149,230,97,127
OG0026405,786,789,483,581
OG0026407,0,0,0,0
OG0026408,193,221.002,141,205.548
OG0026409,165,241,80,131
OG0026415,781,948,579,522.999
OG0026416,157.321,106,106,61
OG0026417,380,523.012,249,276
OG0026419,299,431,292,275
OG0026422,137,425,387.999,462.009
OG0026425,478,323,197,283
OG0026428,74,92,63,109
OG0026429,47,40,38,15
OG0026431,2942.85,3276.055,1540.831,1595
OG0026433,178,228,145,105
OG0026434,2242.444,2417.097,1404,1546.89
OG0026435,197,186,144,176
OG0026437,99,102,71,74
OG0026438,177,161,105.54,130
OG0026443,203,211,155,111
OG0026445,533.027,614,348,426
OG0026448,226,298.168,175,238
OG0026449,547,559.735,341,528.005
OG0026452,197,278.164,167,128
OG0026454,0,7,0,3
OG0026455,87,32,39,40
OG0026457,1348.858,1259,921,1146
OG0026458,225,340,207,147
OG0026459,168,218,110,192
OG0026460,2635,3013.05,1616,1708.039
OG0026461,820.516,715,552,769
OG0026462,269,468,146,185
OG0026468,134,256,118,123
OG0026474,1131.425,1511,728,1205.608
OG0026475,143,163,68,83
OG0026479,186,270,147,195
OG0026480,631.98,628,396.907,280
OG0026481,548.454,679.003,373,558
OG0026483,692.108,1035.294,471.875,682
OG0026484,798,912,382,599
OG0026485,360,234,21,48
OG0026487,185,315,82,53
OG0026488,247,495.003,192.135,159
OG0026490,264,264,195,242
OG0026491,321,526,379.963,335
OG0026492,1231,1611.795,847.003,1035.694
OG0026493,214,178,155,152
OG0026494,729,923,563,687
OG0026495,109,160,166.992,139
OG0026497,24.077,43,16,30
OG0026498,246.404,375.535,134,198
OG0026502,80,74,70,69
OG0026504,2832,2668,2264.097,1694.869
OG0026509,4,17,15,5
OG0026512,231,367,205,202
OG0026513,324,491,247,226
OG0026516,34,52,36,27
OG0026519,397,615,355,407
OG0026523,399.846,681,355.817,418.998
OG0026524,39,72,46.429,39
OG0026528,414.996,344.996,328,233
OG0026529,59,72,82,171
OG0026530,47,22,12,26
OG0026531,974,811,406,697
OG0026532,1171.997,1259,806,960.002
OG0026534,676,809,588.002,707.313
OG0026538,728,663.896,521,620.028
OG0026539,114,115,117,133
OG0026543,536,631.287,348,462.021
OG0026548,130,188,99,151
OG0026552,556.981,613,360.07,447.209
OG0026553,355,326,217.952,252
OG0026554,252,645.996,160,195
OG0026556,326.004,260.12,123,145
OG0026558,357,450,260,290
OG0026562,159,190.705,85,192
OG0026566,214.46,113,155,146
OG0026567,461.987,579.001,364,310.992
OG0026569,2678.597,3893.954,2455,2185
OG0026570,60,77,102,61.077
OG0026572,24,23,15,36
OG0026573,457.968,668.009,402,441
OG0026575,521,745.304,385,377
OG0026576,397,419,274,367.006
OG0026577,731,878.847,553,734
OG0026581,73,94,52,26
OG0026582,591,1322,389,569
OG0026583,1034,1338.992,869.998,690
OG0026584,351,408,178.004,245
OG0026585,252,347,220,274.996
OG0026587,2159.999,2195.588,1937.003,1902.978
OG0026588,576,611,492.003,632
OG0026590,320.996,326,161,372
OG0026592,35,52,56,49
OG0026595,906.019,1252,661.318,690
OG0026597,45,63,33,27
OG0026598,447,573,334.015,295
OG0026600,143,216,115,103
OG0026602,635,667,365,404
OG0026603,112,106,67,82
OG0026604,186,237,126,139
OG0026605,148.513,233,95,87
OG0026608,224,252,127,165
OG0026613,1387,1632.965,797.229,1055
OG0026614,231.782,336.374,97,170.554
OG0026618,850.022,227.998,186.001,126.31
OG0026619,151,207,102,162
OG0026620,248,225,113,150
OG0026621,76.053,105.945,66.002,49.132
OG0026623,1257.114,1348,869.001,1221
OG0026629,27,59,38,33
OG0026630,124,125,100,112
OG0026631,1228,1373,918,977
OG0026632,634.988,897,402,431
OG0026634,253.993,267,183,172
OG0026636,364,384,325,375
OG0026637,177,288,169.064,109
OG0026639,402,525,348,422.099
OG0026640,520,669.153,398.994,507
OG0026642,2112.076,2975.977,1488.989,1662.429
OG0026643,410,508,202,281
OG0026644,530,485,353.003,371
OG0026646,5,8,3,7
OG0026649,82,101,100,66
OG0026652,297,444.001,232,255
OG0026654,46,67,52,42
OG0026655,55,57,26,39
OG0026656,138,225,136,198
OG0026657,1821.181,1674.143,884,1416
OG0026658,1052.998,1698.207,718.405,1778
OG0026660,1399.997,1922,1099,1095
OG0026661,46,47,75,14
OG0026662,142,206,117,212
OG0026663,6,3,7,4
OG0026664,649.415,839.999,530,546.002
OG0026665,237.34,288.93,168.994,155.224
OG0026669,723,506,288,259
OG0026670,18023.83,19520.552,12080.416,16037.577
OG0026675,497,602,286,369
OG0026677,1320.008,3654.877,1122,916
OG0026678,273,258,173,204
OG0026679,261,341,164,136.004
OG0026680,14,15,13,12
OG0026682,151,143,135,175
OG0026684,189,483,128,340
OG0026687,41,81,40,181
OG0026688,2047.019,2052.586,1160.977,1546
OG0026692,140,230,88,125
OG0026693,226.709,178,83,121
OG0026694,99,152,59,85
OG0026695,512,461.453,361.999,381
OG0026697,2307.613,3557.03,937.11,1852.931
OG0026698,236,257.1,150,109
OG0026700,153,155,130,124
OG0026703,34,31,20,23
OG0026708,129,178,76,138
OG0026709,672.244,1104.76,482,661
OG0026712,328,553.999,250,383
OG0026713,473.732,640,535,408
OG0026714,317,554.007,526,540
OG0026715,8,23,15,6
OG0026716,1772.512,2576.052,1583.547,1640.678
OG0026717,420,425,244,206
OG0026718,648.674,1167,654.481,547.95
OG0026720,868.897,1015.316,543.024,480.899
OG0026722,499,826,361,336
OG0026723,64,107,63,53
OG0026727,1075,1078.979,565,876
OG0026728,21,12,13,14.985
OG0026729,898,968.32,615,646
OG0026732,790.013,1270.07,818.019,870.466
OG0026734,36,47,30,23
OG0026736,282,267.997,159,140
OG0026737,125,152,83,64
OG0026738,1432.844,1452.003,1097.136,1174
OG0026739,94,98,65,106
OG0026740,14,18,8,14
OG0026743,1592,1367.974,1016,842
OG0026744,160,136,157,123
OG0026745,37,30,36,16
OG0026746,195.001,375,263.29,256.945
OG0026747,468,823,410,425
OG0026749,994,1093.027,834.986,935.955
OG0026751,209,250,160,125
OG0026752,1550,3404.07,1250.997,1026.15
OG0026753,360,160,171,233
OG0026755,4149.154,5901.374,2269,3214.999
OG0026757,6339.801,5366.06,6556.423,8739.342
OG0026759,8,36,16,8
OG0026760,374.483,464,239,327
OG0026762,222,261,143,151
OG0026763,574,604,523,452
OG0026764,31,49,43,44
OG0026767,819,964.802,654,665
OG0026769,642,972.504,661,427.006
OG0026771,824,922.007,630.275,390
OG0026773,4222.971,4125.839,2651.057,3995.845
OG0026775,665.79,984,515,612.999
OG0026776,1449,1754.605,1213,1053
OG0026777,5538.268,7243.72,3613,4095
OG0026779,275,295,192,269
OG0026782,3,10,6.002,4
OG0026783,77,151,37,19.087
OG0026785,571,590,440,572
OG0026786,2407,2769.14,1517.128,1823.109
OG0026787,202,310,169,156
OG0026791,731.041,763.002,480,418.207
OG0026793,357,356,255,266
OG0026794,149,193,82,120
OG0026796,150,198,174,106
OG0026797,972.749,1148.333,572,798.671
OG0026799,1321.986,1943.01,955.068,904
OG0026800,551,574.177,315,352.004
OG0026802,437,632,314,428
OG0026803,42,61,37,37
OG0026804,289,464,250,208.463
OG0026807,527.992,490,297.786,458
OG0026808,352,573,304.002,261
OG0026809,182,109,65,77
OG0026810,629,780,380,594
OG0026813,119,143,133,72
OG0026814,3541.162,4387.282,2650.038,2539.418
OG0026817,861,2045.319,669.999,629.993
OG0026818,823.001,964,633,645.063
OG0026819,140.102,204,87,111
OG0026821,163,207.173,140,99
OG0026823,13970.11,12434.708,9239.199,9697.267
OG0026825,552.004,500,311,233
OG0026826,386.111,782,443,445
OG0026828,652.02,550,432.997,458
OG0026829,1393,1498,1003.935,1138
OG0026831,2465.903,3091.172,1586,1461.858
OG0026832,494,836,414.998,451.689
OG0026833,278,294,250,304
OG0026834,244,166,332,122
OG0026836,189,261,179.997,114
OG0026837,380,567,381,421
OG0026838,25,41,14,28
OG0026843,379,285.035,229,247
OG0026844,33,69,22,14
OG0026845,97,116,81,69
OG0026847,23,7,21,18
OG0026865,2,0,0,0
OG0026887,0,0,0,0
OG0026891,16,56,10,11
OG0027000,1,5,18,16
OG0027037,52,111,60,51.726
OG0027145,1,4.001,6,16.353
OG0027153,284.022,318,142,163
OG0027163,7,15,1,1
OG0027235,1632.072,1460.616,984.003,1924.447
OG0027306,9,0,12,7
OG0027321,2,0,1,3
OG0027433,2,0,1,2
OG0027446,4,0,0,0
OG0027570,28,7,26,31
OG0027591,2,0,5,8
OG0027782,1,3,20,12
OG0027785,11.021,12.797,49.841,37.207
OG0027977,139,165,95,118
OG0027978,13,26,12,4
OG0028061,14,43,38,16
OG0028147,2,0,9,2
OG0028153,0,0,0,0
OG0028155,0,0,0,0
OG0028164,0,0,0,0
OG0028167,0,0,0,0
OG0028181,0,0,0,0
OG0028182,0,0,0,0
OG0028184,1,0,0,0
OG0028186,0,2,0,0
OG0028195,0,0,0,0
OG0028198,0,0,0,0
OG0028207,9,13,11,17
OG0028215,32,50,24,40
OG0028237,1239,1911.193,1125.011,1329
OG0028241,56,55,44,74
OG0028246,44,1025,101,111
OG0028252,327.055,317,170.394,166
OG0028254,0,0,0,0
OG0028255,10,13,1,4
OG0028256,20,25,37,77
OG0028261,1,3,6,1
OG0028262,244,351.691,113,159
OG0028272,3,3.879,7.681,0
OG0028276,169,317,402,308
OG0028282,13,23,8,13
OG0028289,23,50,5,6
OG0028290,6,3,1,10
OG0028291,1,0,0,0
OG0028300,259,285,218,193
OG0028301,2,0,0,0
OG0028303,57,56,52,45
OG0028309,189,146,45,95
OG0028317,16,14,20,47
OG0028318,0,0,0,0
OG0028320,92,126,80,96
OG0028323,1,0,1,1
OG0028324,1,0,0,0
OG0028333,73,50,34,56
OG0028338,10,1,5,1
OG0028343,1,0,0,0
OG0028352,304,286.501,169,353.269
OG0028354,853.96,935.991,476,534.998
OG0028355,1,0,0,0
OG0028356,685,2060.976,423,513
OG0028369,2,0,0,6
OG0028370,276,733,239,159
OG0028400,3,1,3,0
OG0028419,2.372,21.812,54.1,18.682
OG0028420,0,0,0,0
OG0028423,25,26,38,49
OG0028424,18,8,2,4
OG0028429,32,56,16,24
OG0028431,0,0,2,0
OG0028442,172,272.261,99,93
OG0028454,107,130,72,102
OG0028458,0,0,0,0
OG0028460,394.702,435.941,222.136,302.391
OG0028462,0,1,0,0
OG0028466,0,0,0,0
OG0028468,4,4,14,3
OG0028471,0,0,0,0
OG0028475,5,0,0,0
OG0028498,339,295,199,250
OG0028499,4,0,0,0
OG0028501,192,175,94,110
OG0028509,9.065,7,12,18
OG0028515,184,204.274,149,108
OG0028516,24,33,38,34
OG0028518,1,0,0,0
OG0028519,0,0,0,0
OG0028520,0,0,0,0
OG0028524,15,12,60,45
OG0028526,9,9.457,27.291,9
OG0028527,0,16,10,6
OG0028532,27,33,20,45
OG0028535,1,3,0,0
OG0028536,0,0,0,0
OG0028543,193,276,274,257
OG0028544,14.964,10.736,42.573,53.432
OG0028573,108,129,84.997,64
OG0028579,6238.355,7631,3832.984,5638.96
OG0028598,701.242,537,354,602
OG0028600,0,0,0,0
OG0028602,0,0,0,0
OG0028605,85.91,109,56.709,45
OG0028606,277.09,255,151,114
OG0028608,59,69,35,43
OG0028613,0,0,0,0
OG0028622,0,0,0,0
OG0028632,22,21,14,3
OG0028636,0,0,0,0
OG0028648,1,0,0,0
OG0028653,27,33,40,67
OG0028656,3,3,0,0
OG0028657,2,9,5,21
OG0028659,79,80,57,67
OG0028667,0,0,0,0
OG0028673,48,48,52,34
OG0028679,80,45,25,36
OG0028692,0,0,0,0
OG0028693,0,0,0,0
OG0028700,111,123,58,87
OG0028701,10,865,11,2
OG0028707,0,0,0,0
OG0028721,698,645.999,463.022,514
OG0028724,10,36,16,8
OG0028727,12,13,16,32
OG0028729,253,216,153,144.375
OG0028742,89,82,83,68
OG0028754,0,4,0,0
OG0028761,61,47,36,80
OG0028762,1,0,0,0
OG0028767,107,127,74,89
OG0028776,4,0,0,0
OG0028779,0,0,0,0
OG0028780,4,0,0,0
OG0028790,0,0,0,0
OG0028803,0,0,4,0
OG0028805,0,0,0,0
OG0028813,195,267,169.144,181
OG0028815,0,0,0,0
OG0028819,50,23,65,14
OG0028825,178,208,185,40
OG0028829,8,0,1,0
OG0028835,2,3,5,4
OG0028841,6.592,7.369,8.802,7.35
OG0028842,1481.248,1569,963,620
OG0028843,12,38,15,7
OG0028855,50,44,41,93
OG0028866,1,0,0,0
OG0028871,2,0,0,0
OG0028873,54,87,63,53
OG0028877,13,1,0,0
OG0028892,145,129,84,124
OG0028907,3.826,0,0,0
OG0028911,2,0,1,0
OG0028915,6,9,26.661,23
OG0028916,6,0,2,0
OG0028917,123,146.001,74,85
OG0028922,0,1,1,0
OG0028925,46,45.001,45,32
OG0028926,3,16,26,14
OG0028934,1,0,0,0
OG0028941,209,273.011,145,151
OG0028953,4,0,0,0
OG0028962,0,0,0,0
OG0028974,7,0,0,0
OG0028975,12,1,0,3
OG0028987,24,15,14,7
OG0028996,205,273.508,182,162
OG0029003,0,0,1,0
OG0029007,533.404,964,543,571
OG0029009,19,14,17,21
OG0029022,1,0,2,0
OG0029024,1,0,0,0
